name,title,default_crs,bbox_raw
datafinder.stats.govt.nz:layer-105777,Urban Area 2015 (clipped),urn:ogc:def:crs:EPSG::2193,"<ns0:WGS84BoundingBox xmlns:ns0=""http://www.opengis.net/ows/1.1""><ns0:LowerCorner>166.26203247139674 -47.223046863844196</ns0:LowerCorner><ns0:UpperCorner>184.09427493108316 -34.3926290524929</ns0:UpperCorner></ns0:WGS84BoundingBox>"
datafinder.stats.govt.nz:layer-105778,Ward 2015 (clipped),urn:ogc:def:crs:EPSG::2193,"<ns0:WGS84BoundingBox xmlns:ns0=""http://www.opengis.net/ows/1.1""><ns0:LowerCorner>166.26203247139674 -47.223046863844196</ns0:LowerCorner><ns0:UpperCorner>184.09427493108316 -34.3926290524929</ns0:UpperCorner></ns0:WGS84BoundingBox>"
datafinder.stats.govt.nz:layer-105780,Māori Constituency 2015 (clipped),urn:ogc:def:crs:EPSG::2193,"<ns0:WGS84BoundingBox xmlns:ns0=""http://www.opengis.net/ows/1.1""><ns0:LowerCorner>166.26203247139674 -47.223046863844196</ns0:LowerCorner><ns0:UpperCorner>184.09427493108316 -34.3926290524929</ns0:UpperCorner></ns0:WGS84BoundingBox>"
datafinder.stats.govt.nz:layer-105782,Community Board 2013 (clipped),urn:ogc:def:crs:EPSG::2193,"<ns0:WGS84BoundingBox xmlns:ns0=""http://www.opengis.net/ows/1.1""><ns0:LowerCorner>166.262049856904 -47.22304789095974</ns0:LowerCorner><ns0:UpperCorner>184.09427493108316 -34.3926290524929</ns0:UpperCorner></ns0:WGS84BoundingBox>"
datafinder.stats.govt.nz:layer-106010,Meshblock Urban Accessibility Indicator Higher Geographies 2018 (generalised),urn:ogc:def:crs:EPSG::2193,"<ns0:WGS84BoundingBox xmlns:ns0=""http://www.opengis.net/ows/1.1""><ns0:LowerCorner>165.97364368523424 -47.620123690197026</ns0:LowerCorner><ns0:UpperCorner>184.62095325409348 -33.95849699963594</ns0:UpperCorner></ns0:WGS84BoundingBox>"
datafinder.stats.govt.nz:layer-106011,Regional Council Urban Accessibility Indicator 2018,urn:ogc:def:crs:EPSG::2193,"<ns0:WGS84BoundingBox xmlns:ns0=""http://www.opengis.net/ows/1.1""><ns0:LowerCorner>165.97364368523424 -47.620123690197026</ns0:LowerCorner><ns0:UpperCorner>184.62095325409348 -33.95849699963594</ns0:UpperCorner></ns0:WGS84BoundingBox>"
datafinder.stats.govt.nz:layer-106046,2018 Census selected variables by Regional Council Urban Accessibility Indicator,urn:ogc:def:crs:EPSG::2193,"<ns0:WGS84BoundingBox xmlns:ns0=""http://www.opengis.net/ows/1.1""><ns0:LowerCorner>165.97364368523424 -47.620123690197026</ns0:LowerCorner><ns0:UpperCorner>184.62095325409348 -33.95849699963594</ns0:UpperCorner></ns0:WGS84BoundingBox>"
datafinder.stats.govt.nz:layer-106052,"2018 Census age, sex, and ethnicity by Urban Rural",urn:ogc:def:crs:EPSG::2193,"<ns0:WGS84BoundingBox xmlns:ns0=""http://www.opengis.net/ows/1.1""><ns0:LowerCorner>165.97364368523424 -47.620123690197026</ns0:LowerCorner><ns0:UpperCorner>184.62095325409348 -33.95849699963594</ns0:UpperCorner></ns0:WGS84BoundingBox>"
datafinder.stats.govt.nz:layer-106659,Constituency 2022 (generalised),urn:ogc:def:crs:EPSG::2193,"<ns0:WGS84BoundingBox xmlns:ns0=""http://www.opengis.net/ows/1.1""><ns0:LowerCorner>166.09999990000003 -47.72404667302573</ns0:LowerCorner><ns0:UpperCorner>184.5000001 -33.95849699963594</ns0:UpperCorner></ns0:WGS84BoundingBox>"
datafinder.stats.govt.nz:layer-106660,Constituency 2022 Clipped (generalised),urn:ogc:def:crs:EPSG::2193,"<ns0:WGS84BoundingBox xmlns:ns0=""http://www.opengis.net/ows/1.1""><ns0:LowerCorner>166.39999990000004 -47.28999358208071</ns0:LowerCorner><ns0:UpperCorner>183.9000001 -34.129634547015215</ns0:UpperCorner></ns0:WGS84BoundingBox>"
datafinder.stats.govt.nz:layer-106663,Māori Constituency 2022 (generalised),urn:ogc:def:crs:EPSG::2193,"<ns0:WGS84BoundingBox xmlns:ns0=""http://www.opengis.net/ows/1.1""><ns0:LowerCorner>166.09999990000003 -47.72404667302573</ns0:LowerCorner><ns0:UpperCorner>184.5000001 -33.95849699963594</ns0:UpperCorner></ns0:WGS84BoundingBox>"
datafinder.stats.govt.nz:layer-106664,Māori Constituency 2022 Clipped (generalised),urn:ogc:def:crs:EPSG::2193,"<ns0:WGS84BoundingBox xmlns:ns0=""http://www.opengis.net/ows/1.1""><ns0:LowerCorner>166.39999990000004 -47.28999358208071</ns0:LowerCorner><ns0:UpperCorner>183.9000001 -34.129634547015215</ns0:UpperCorner></ns0:WGS84BoundingBox>"
datafinder.stats.govt.nz:layer-106666,Regional Council 2022 (generalised),urn:ogc:def:crs:EPSG::2193,"<ns0:WGS84BoundingBox xmlns:ns0=""http://www.opengis.net/ows/1.1""><ns0:LowerCorner>166.09999990000003 -47.72404667302573</ns0:LowerCorner><ns0:UpperCorner>184.5000001 -33.95849699963594</ns0:UpperCorner></ns0:WGS84BoundingBox>"
datafinder.stats.govt.nz:layer-106667,Regional Council 2022 Clipped (generalised),urn:ogc:def:crs:EPSG::2193,"<ns0:WGS84BoundingBox xmlns:ns0=""http://www.opengis.net/ows/1.1""><ns0:LowerCorner>166.39999990000004 -47.28999358208071</ns0:LowerCorner><ns0:UpperCorner>183.9000001 -34.129634547015215</ns0:UpperCorner></ns0:WGS84BoundingBox>"
datafinder.stats.govt.nz:layer-106668,Territorial Authority 2022 (generalised),urn:ogc:def:crs:EPSG::2193,"<ns0:WGS84BoundingBox xmlns:ns0=""http://www.opengis.net/ows/1.1""><ns0:LowerCorner>166.09999990000003 -47.72404667302573</ns0:LowerCorner><ns0:UpperCorner>184.5000001 -33.95849699963594</ns0:UpperCorner></ns0:WGS84BoundingBox>"
datafinder.stats.govt.nz:layer-106669,Territorial Authority 2022 Clipped (generalised),urn:ogc:def:crs:EPSG::2193,"<ns0:WGS84BoundingBox xmlns:ns0=""http://www.opengis.net/ows/1.1""><ns0:LowerCorner>166.39999990000004 -47.28999358208071</ns0:LowerCorner><ns0:UpperCorner>183.9000001 -34.129634547015215</ns0:UpperCorner></ns0:WGS84BoundingBox>"
datafinder.stats.govt.nz:layer-106671,Subdivision 2022 (generalised),urn:ogc:def:crs:EPSG::2193,"<ns0:WGS84BoundingBox xmlns:ns0=""http://www.opengis.net/ows/1.1""><ns0:LowerCorner>166.09999990000003 -47.72404667302573</ns0:LowerCorner><ns0:UpperCorner>184.5000001 -33.95849699963594</ns0:UpperCorner></ns0:WGS84BoundingBox>"
datafinder.stats.govt.nz:layer-106672,Subdivision 2022 Clipped (generalised),urn:ogc:def:crs:EPSG::2193,"<ns0:WGS84BoundingBox xmlns:ns0=""http://www.opengis.net/ows/1.1""><ns0:LowerCorner>166.39999990000004 -47.28999358208071</ns0:LowerCorner><ns0:UpperCorner>183.9000001 -34.129634547015215</ns0:UpperCorner></ns0:WGS84BoundingBox>"
datafinder.stats.govt.nz:layer-106691,Territorial Authority Local Board 2022 (generalised),urn:ogc:def:crs:EPSG::2193,"<ns0:WGS84BoundingBox xmlns:ns0=""http://www.opengis.net/ows/1.1""><ns0:LowerCorner>166.09999990000003 -47.72404667302573</ns0:LowerCorner><ns0:UpperCorner>184.5000001 -33.95849699963594</ns0:UpperCorner></ns0:WGS84BoundingBox>"
datafinder.stats.govt.nz:layer-106694,Territorial Authority Local Board 2022 Clipped (generalised),urn:ogc:def:crs:EPSG::2193,"<ns0:WGS84BoundingBox xmlns:ns0=""http://www.opengis.net/ows/1.1""><ns0:LowerCorner>166.39999990000004 -47.28999358208071</ns0:LowerCorner><ns0:UpperCorner>183.9000001 -34.129634547015215</ns0:UpperCorner></ns0:WGS84BoundingBox>"
datafinder.stats.govt.nz:layer-106695,Community Board 2022 (generalised),urn:ogc:def:crs:EPSG::2193,"<ns0:WGS84BoundingBox xmlns:ns0=""http://www.opengis.net/ows/1.1""><ns0:LowerCorner>166.09999990000003 -47.72404667302573</ns0:LowerCorner><ns0:UpperCorner>184.5000001 -33.95849699963594</ns0:UpperCorner></ns0:WGS84BoundingBox>"
datafinder.stats.govt.nz:layer-106696,Community Board 2022 Clipped (generalised),urn:ogc:def:crs:EPSG::2193,"<ns0:WGS84BoundingBox xmlns:ns0=""http://www.opengis.net/ows/1.1""><ns0:LowerCorner>166.39999990000004 -47.28999358208071</ns0:LowerCorner><ns0:UpperCorner>183.9000001 -34.129634547015215</ns0:UpperCorner></ns0:WGS84BoundingBox>"
datafinder.stats.govt.nz:layer-106697,Ward 2022 (generalised),urn:ogc:def:crs:EPSG::2193,"<ns0:WGS84BoundingBox xmlns:ns0=""http://www.opengis.net/ows/1.1""><ns0:LowerCorner>166.09999990000003 -47.72404667302573</ns0:LowerCorner><ns0:UpperCorner>184.5000001 -33.95849699963594</ns0:UpperCorner></ns0:WGS84BoundingBox>"
datafinder.stats.govt.nz:layer-106698,Ward 2022 Clipped (generalised),urn:ogc:def:crs:EPSG::2193,"<ns0:WGS84BoundingBox xmlns:ns0=""http://www.opengis.net/ows/1.1""><ns0:LowerCorner>166.39999990000004 -47.28999358208071</ns0:LowerCorner><ns0:UpperCorner>183.9000001 -34.129634547015215</ns0:UpperCorner></ns0:WGS84BoundingBox>"
datafinder.stats.govt.nz:layer-106699,Māori Ward 2022 (generalised),urn:ogc:def:crs:EPSG::2193,"<ns0:WGS84BoundingBox xmlns:ns0=""http://www.opengis.net/ows/1.1""><ns0:LowerCorner>166.09999990000003 -47.72404667302573</ns0:LowerCorner><ns0:UpperCorner>184.5000001 -33.95849699963594</ns0:UpperCorner></ns0:WGS84BoundingBox>"
datafinder.stats.govt.nz:layer-106700,Māori Ward 2022 Clipped (generalised),urn:ogc:def:crs:EPSG::2193,"<ns0:WGS84BoundingBox xmlns:ns0=""http://www.opengis.net/ows/1.1""><ns0:LowerCorner>166.39999990000004 -47.28999358208071</ns0:LowerCorner><ns0:UpperCorner>183.9000001 -34.129634547015215</ns0:UpperCorner></ns0:WGS84BoundingBox>"
datafinder.stats.govt.nz:layer-106701,Urban Accessibility Indicator 2022 (generalised),urn:ogc:def:crs:EPSG::2193,"<ns0:WGS84BoundingBox xmlns:ns0=""http://www.opengis.net/ows/1.1""><ns0:LowerCorner>166.39999990000004 -47.72404667302573</ns0:LowerCorner><ns0:UpperCorner>184.5000001 -33.95849699963594</ns0:UpperCorner></ns0:WGS84BoundingBox>"
datafinder.stats.govt.nz:layer-106702,Urban Rural 2022 (generalised),urn:ogc:def:crs:EPSG::2193,"<ns0:WGS84BoundingBox xmlns:ns0=""http://www.opengis.net/ows/1.1""><ns0:LowerCorner>166.09999990000003 -47.72404667302573</ns0:LowerCorner><ns0:UpperCorner>184.5000001 -33.95849699963594</ns0:UpperCorner></ns0:WGS84BoundingBox>"
datafinder.stats.govt.nz:layer-106703,Urban Rural 2022 Clipped (generalised),urn:ogc:def:crs:EPSG::2193,"<ns0:WGS84BoundingBox xmlns:ns0=""http://www.opengis.net/ows/1.1""><ns0:LowerCorner>166.39999990000004 -47.28999358208071</ns0:LowerCorner><ns0:UpperCorner>183.9000001 -34.129634547015215</ns0:UpperCorner></ns0:WGS84BoundingBox>"
datafinder.stats.govt.nz:layer-106704,Functional Urban Area 2022 (generalised),urn:ogc:def:crs:EPSG::2193,"<ns0:WGS84BoundingBox xmlns:ns0=""http://www.opengis.net/ows/1.1""><ns0:LowerCorner>166.09999990000003 -47.72404667302573</ns0:LowerCorner><ns0:UpperCorner>184.5000001 -33.95849699963594</ns0:UpperCorner></ns0:WGS84BoundingBox>"
datafinder.stats.govt.nz:layer-106705,Functional Urban Area 2022 Clipped (generalised),urn:ogc:def:crs:EPSG::2193,"<ns0:WGS84BoundingBox xmlns:ns0=""http://www.opengis.net/ows/1.1""><ns0:LowerCorner>166.39999990000004 -47.28999358208071</ns0:LowerCorner><ns0:UpperCorner>183.9000001 -34.129634547015215</ns0:UpperCorner></ns0:WGS84BoundingBox>"
datafinder.stats.govt.nz:layer-106706,Statistical Area 2 2022 Clipped (generalised),urn:ogc:def:crs:EPSG::2193,"<ns0:WGS84BoundingBox xmlns:ns0=""http://www.opengis.net/ows/1.1""><ns0:LowerCorner>166.39999990000004 -47.28999358208071</ns0:LowerCorner><ns0:UpperCorner>183.9000001 -34.129634547015215</ns0:UpperCorner></ns0:WGS84BoundingBox>"
datafinder.stats.govt.nz:layer-106708,Statistical Area 1 2022 (generalised),urn:ogc:def:crs:EPSG::2193,"<ns0:WGS84BoundingBox xmlns:ns0=""http://www.opengis.net/ows/1.1""><ns0:LowerCorner>166.09999990000003 -47.72404667302573</ns0:LowerCorner><ns0:UpperCorner>184.5000001 -33.95849699963594</ns0:UpperCorner></ns0:WGS84BoundingBox>"
datafinder.stats.govt.nz:layer-106709,Statistical Area 1 2022 Clipped (generalised),urn:ogc:def:crs:EPSG::2193,"<ns0:WGS84BoundingBox xmlns:ns0=""http://www.opengis.net/ows/1.1""><ns0:LowerCorner>166.39999990000004 -47.28999358208071</ns0:LowerCorner><ns0:UpperCorner>183.9000001 -34.129634547015215</ns0:UpperCorner></ns0:WGS84BoundingBox>"
datafinder.stats.govt.nz:layer-106710,Statistical Area 2 Higher Geographies 2022 (generalised),urn:ogc:def:crs:EPSG::2193,"<ns0:WGS84BoundingBox xmlns:ns0=""http://www.opengis.net/ows/1.1""><ns0:LowerCorner>166.09999990000003 -47.72404667302573</ns0:LowerCorner><ns0:UpperCorner>184.5000001 -33.95849699963594</ns0:UpperCorner></ns0:WGS84BoundingBox>"
datafinder.stats.govt.nz:layer-106711,Statistical Area 2 2022 (Centroid Inside),urn:ogc:def:crs:EPSG::2193,"<ns0:WGS84BoundingBox xmlns:ns0=""http://www.opengis.net/ows/1.1""><ns0:LowerCorner>166.69999990000005 -46.94043714801244</ns0:LowerCorner><ns0:UpperCorner>184.1000001 -34.156533205286884</ns0:UpperCorner></ns0:WGS84BoundingBox>"
datafinder.stats.govt.nz:layer-106712,Statistical Area 1 2022 (Centroid Inside),urn:ogc:def:crs:EPSG::2193,"<ns0:WGS84BoundingBox xmlns:ns0=""http://www.opengis.net/ows/1.1""><ns0:LowerCorner>166.69999990000005 -46.94043714801244</ns0:LowerCorner><ns0:UpperCorner>184.1000001 -34.156533205286884</ns0:UpperCorner></ns0:WGS84BoundingBox>"
datafinder.stats.govt.nz:layer-106713,Statistical Area 1 2022 (Centroid True),urn:ogc:def:crs:EPSG::2193,"<ns0:WGS84BoundingBox xmlns:ns0=""http://www.opengis.net/ows/1.1""><ns0:LowerCorner>166.69999990000005 -46.98642936252982</ns0:LowerCorner><ns0:UpperCorner>183.8000001 -34.15981564927128</ns0:UpperCorner></ns0:WGS84BoundingBox>"
datafinder.stats.govt.nz:layer-106716,Meshblock 2022 (Centroid True),urn:ogc:def:crs:EPSG::2193,"<ns0:WGS84BoundingBox xmlns:ns0=""http://www.opengis.net/ows/1.1""><ns0:LowerCorner>166.4999999 -47.240544780009785</ns0:LowerCorner><ns0:UpperCorner>183.8000001 -34.15981567490804</ns0:UpperCorner></ns0:WGS84BoundingBox>"
datafinder.stats.govt.nz:layer-106717,Statistical Area 2 2022 (Centroid True),urn:ogc:def:crs:EPSG::2193,"<ns0:WGS84BoundingBox xmlns:ns0=""http://www.opengis.net/ows/1.1""><ns0:LowerCorner>166.89999990000004 -46.9852034316854</ns0:LowerCorner><ns0:UpperCorner>183.6000001 -34.15981564927128</ns0:UpperCorner></ns0:WGS84BoundingBox>"
datafinder.stats.govt.nz:layer-106718,Meshblock 2022 (Centroid Inside),urn:ogc:def:crs:EPSG::2193,"<ns0:WGS84BoundingBox xmlns:ns0=""http://www.opengis.net/ows/1.1""><ns0:LowerCorner>166.4999999 -47.240544780009785</ns0:LowerCorner><ns0:UpperCorner>183.8000001 -34.15981567490804</ns0:UpperCorner></ns0:WGS84BoundingBox>"
datafinder.stats.govt.nz:layer-106723,Meshblock 2022 Clipped (generalised),urn:ogc:def:crs:EPSG::2193,"<ns0:WGS84BoundingBox xmlns:ns0=""http://www.opengis.net/ows/1.1""><ns0:LowerCorner>166.39999990000004 -47.28999358208071</ns0:LowerCorner><ns0:UpperCorner>183.9000001 -34.129634547015215</ns0:UpperCorner></ns0:WGS84BoundingBox>"
datafinder.stats.govt.nz:layer-106725,Meshblock Higher Geographies 2022 (generalised),urn:ogc:def:crs:EPSG::2193,"<ns0:WGS84BoundingBox xmlns:ns0=""http://www.opengis.net/ows/1.1""><ns0:LowerCorner>166.09999990000003 -47.72404667302573</ns0:LowerCorner><ns0:UpperCorner>184.5000001 -33.95849699963594</ns0:UpperCorner></ns0:WGS84BoundingBox>"
datafinder.stats.govt.nz:layer-106727,Meshblock Higher Geographies 2022 (high definition),urn:ogc:def:crs:EPSG::2193,"<ns0:WGS84BoundingBox xmlns:ns0=""http://www.opengis.net/ows/1.1""><ns0:LowerCorner>166.09999990000003 -47.72404667302573</ns0:LowerCorner><ns0:UpperCorner>184.5000001 -33.95849699963594</ns0:UpperCorner></ns0:WGS84BoundingBox>"
datafinder.stats.govt.nz:layer-106728,Statistical Area 2 2022 (generalised),urn:ogc:def:crs:EPSG::2193,"<ns0:WGS84BoundingBox xmlns:ns0=""http://www.opengis.net/ows/1.1""><ns0:LowerCorner>166.09999990000003 -47.72404667302573</ns0:LowerCorner><ns0:UpperCorner>184.5000001 -33.95849699963594</ns0:UpperCorner></ns0:WGS84BoundingBox>"
datafinder.stats.govt.nz:layer-106729,Meshblock 2022 (generalised),urn:ogc:def:crs:EPSG::2193,"<ns0:WGS84BoundingBox xmlns:ns0=""http://www.opengis.net/ows/1.1""><ns0:LowerCorner>166.09999990000003 -47.72404667302573</ns0:LowerCorner><ns0:UpperCorner>184.5000001 -33.95849699963594</ns0:UpperCorner></ns0:WGS84BoundingBox>"
datafinder.stats.govt.nz:layer-106730,Statistical Area 1 Higher Geographies 2022 (generalised),urn:ogc:def:crs:EPSG::2193,"<ns0:WGS84BoundingBox xmlns:ns0=""http://www.opengis.net/ows/1.1""><ns0:LowerCorner>166.09999990000003 -47.72404667302573</ns0:LowerCorner><ns0:UpperCorner>184.5000001 -33.95849699963594</ns0:UpperCorner></ns0:WGS84BoundingBox>"
datafinder.stats.govt.nz:layer-107131,Meshblock 2014 (generalised),urn:ogc:def:crs:EPSG::2193,"<ns0:WGS84BoundingBox xmlns:ns0=""http://www.opengis.net/ows/1.1""><ns0:LowerCorner>166.09999990000003 -47.72404667302573</ns0:LowerCorner><ns0:UpperCorner>184.5000001 -33.95849699963594</ns0:UpperCorner></ns0:WGS84BoundingBox>"
datafinder.stats.govt.nz:layer-109935,Regional Tourism Organisation Areas 2022,urn:ogc:def:crs:EPSG::2193,"<ns0:WGS84BoundingBox xmlns:ns0=""http://www.opengis.net/ows/1.1""><ns0:LowerCorner>166.39999990000004 -47.72404667302573</ns0:LowerCorner><ns0:UpperCorner>184.5000001 -33.95849699963594</ns0:UpperCorner></ns0:WGS84BoundingBox>"
datafinder.stats.govt.nz:layer-109936,Regional Tourism Organisation Areas 2022 Clipped,urn:ogc:def:crs:EPSG::2193,"<ns0:WGS84BoundingBox xmlns:ns0=""http://www.opengis.net/ows/1.1""><ns0:LowerCorner>166.39999990000004 -47.28999358208071</ns0:LowerCorner><ns0:UpperCorner>183.9000001 -34.129634547015215</ns0:UpperCorner></ns0:WGS84BoundingBox>"
datafinder.stats.govt.nz:layer-109937,Meshblock with Regional Tourism Organisation Areas 2022,urn:ogc:def:crs:EPSG::2193,"<ns0:WGS84BoundingBox xmlns:ns0=""http://www.opengis.net/ows/1.1""><ns0:LowerCorner>166.09999990000003 -47.72404667302573</ns0:LowerCorner><ns0:UpperCorner>184.5000001 -33.95849699963594</ns0:UpperCorner></ns0:WGS84BoundingBox>"
datafinder.stats.govt.nz:layer-111177,Constituency 2023 Clipped (generalised),urn:ogc:def:crs:EPSG::2193,"<ns0:WGS84BoundingBox xmlns:ns0=""http://www.opengis.net/ows/1.1""><ns0:LowerCorner>166.39999990000004 -47.28999358208071</ns0:LowerCorner><ns0:UpperCorner>183.9000001 -34.129634547015215</ns0:UpperCorner></ns0:WGS84BoundingBox>"
datafinder.stats.govt.nz:layer-111178,Constituency 2023 (generalised),urn:ogc:def:crs:EPSG::2193,"<ns0:WGS84BoundingBox xmlns:ns0=""http://www.opengis.net/ows/1.1""><ns0:LowerCorner>166.09999990000003 -47.72404667302573</ns0:LowerCorner><ns0:UpperCorner>184.5000001 -33.95849699963594</ns0:UpperCorner></ns0:WGS84BoundingBox>"
datafinder.stats.govt.nz:layer-111179,Māori Constituency 2023 Clipped (generalised),urn:ogc:def:crs:EPSG::2193,"<ns0:WGS84BoundingBox xmlns:ns0=""http://www.opengis.net/ows/1.1""><ns0:LowerCorner>166.39999990000004 -47.28999358208071</ns0:LowerCorner><ns0:UpperCorner>183.9000001 -34.129634547015215</ns0:UpperCorner></ns0:WGS84BoundingBox>"
datafinder.stats.govt.nz:layer-111180,Māori Constituency 2023 (generalised),urn:ogc:def:crs:EPSG::2193,"<ns0:WGS84BoundingBox xmlns:ns0=""http://www.opengis.net/ows/1.1""><ns0:LowerCorner>166.09999990000003 -47.72404667302573</ns0:LowerCorner><ns0:UpperCorner>184.5000001 -33.95849699963594</ns0:UpperCorner></ns0:WGS84BoundingBox>"
datafinder.stats.govt.nz:layer-111181,Regional Council 2023 Clipped (generalised),urn:ogc:def:crs:EPSG::2193,"<ns0:WGS84BoundingBox xmlns:ns0=""http://www.opengis.net/ows/1.1""><ns0:LowerCorner>166.39999990000004 -47.28999358208071</ns0:LowerCorner><ns0:UpperCorner>183.9000001 -34.129634547015215</ns0:UpperCorner></ns0:WGS84BoundingBox>"
datafinder.stats.govt.nz:layer-111182,Regional Council 2023 (generalised),urn:ogc:def:crs:EPSG::2193,"<ns0:WGS84BoundingBox xmlns:ns0=""http://www.opengis.net/ows/1.1""><ns0:LowerCorner>166.09999990000003 -47.72404667302573</ns0:LowerCorner><ns0:UpperCorner>184.5000001 -33.95849699963594</ns0:UpperCorner></ns0:WGS84BoundingBox>"
datafinder.stats.govt.nz:layer-111183,Territorial Authority Local Board 2023 Clipped (generalised),urn:ogc:def:crs:EPSG::2193,"<ns0:WGS84BoundingBox xmlns:ns0=""http://www.opengis.net/ows/1.1""><ns0:LowerCorner>166.39999990000004 -47.28999358208071</ns0:LowerCorner><ns0:UpperCorner>183.9000001 -34.129634547015215</ns0:UpperCorner></ns0:WGS84BoundingBox>"
datafinder.stats.govt.nz:layer-111184,Territorial Authority Local Board 2023 (generalised),urn:ogc:def:crs:EPSG::2193,"<ns0:WGS84BoundingBox xmlns:ns0=""http://www.opengis.net/ows/1.1""><ns0:LowerCorner>166.09999990000003 -47.72404667302573</ns0:LowerCorner><ns0:UpperCorner>184.5000001 -33.95849699963594</ns0:UpperCorner></ns0:WGS84BoundingBox>"
datafinder.stats.govt.nz:layer-111185,Subdivision 2023 Clipped (generalised),urn:ogc:def:crs:EPSG::2193,"<ns0:WGS84BoundingBox xmlns:ns0=""http://www.opengis.net/ows/1.1""><ns0:LowerCorner>166.39999990000004 -47.28999358208071</ns0:LowerCorner><ns0:UpperCorner>183.9000001 -34.129634547015215</ns0:UpperCorner></ns0:WGS84BoundingBox>"
datafinder.stats.govt.nz:layer-111186,Subdivision 2023 (generalised),urn:ogc:def:crs:EPSG::2193,"<ns0:WGS84BoundingBox xmlns:ns0=""http://www.opengis.net/ows/1.1""><ns0:LowerCorner>166.09999990000003 -47.72404667302573</ns0:LowerCorner><ns0:UpperCorner>184.5000001 -33.95849699963594</ns0:UpperCorner></ns0:WGS84BoundingBox>"
datafinder.stats.govt.nz:layer-111187,Community Board 2023 Clipped (generalised),urn:ogc:def:crs:EPSG::2193,"<ns0:WGS84BoundingBox xmlns:ns0=""http://www.opengis.net/ows/1.1""><ns0:LowerCorner>166.39999990000004 -47.28999358208071</ns0:LowerCorner><ns0:UpperCorner>183.9000001 -34.129634547015215</ns0:UpperCorner></ns0:WGS84BoundingBox>"
datafinder.stats.govt.nz:layer-111188,Community Board 2023 (generalised),urn:ogc:def:crs:EPSG::2193,"<ns0:WGS84BoundingBox xmlns:ns0=""http://www.opengis.net/ows/1.1""><ns0:LowerCorner>166.09999990000003 -47.72404667302573</ns0:LowerCorner><ns0:UpperCorner>184.5000001 -33.95849699963594</ns0:UpperCorner></ns0:WGS84BoundingBox>"
datafinder.stats.govt.nz:layer-111189,Ward 2023 Clipped (generalised),urn:ogc:def:crs:EPSG::2193,"<ns0:WGS84BoundingBox xmlns:ns0=""http://www.opengis.net/ows/1.1""><ns0:LowerCorner>166.39999990000004 -47.28999358208071</ns0:LowerCorner><ns0:UpperCorner>183.9000001 -34.129634547015215</ns0:UpperCorner></ns0:WGS84BoundingBox>"
datafinder.stats.govt.nz:layer-111190,Ward 2023  (generalised),urn:ogc:def:crs:EPSG::2193,"<ns0:WGS84BoundingBox xmlns:ns0=""http://www.opengis.net/ows/1.1""><ns0:LowerCorner>166.09999990000003 -47.72404667302573</ns0:LowerCorner><ns0:UpperCorner>184.5000001 -33.95849699963594</ns0:UpperCorner></ns0:WGS84BoundingBox>"
datafinder.stats.govt.nz:layer-111191,Māori Ward 2023 Clipped (generalised),urn:ogc:def:crs:EPSG::2193,"<ns0:WGS84BoundingBox xmlns:ns0=""http://www.opengis.net/ows/1.1""><ns0:LowerCorner>166.39999990000004 -47.28999358208071</ns0:LowerCorner><ns0:UpperCorner>183.9000001 -34.129634547015215</ns0:UpperCorner></ns0:WGS84BoundingBox>"
datafinder.stats.govt.nz:layer-111192,Māori Ward 2023 (generalised),urn:ogc:def:crs:EPSG::2193,"<ns0:WGS84BoundingBox xmlns:ns0=""http://www.opengis.net/ows/1.1""><ns0:LowerCorner>166.09999990000003 -47.72404667302573</ns0:LowerCorner><ns0:UpperCorner>184.5000001 -33.95849699963594</ns0:UpperCorner></ns0:WGS84BoundingBox>"
datafinder.stats.govt.nz:layer-111193,Territorial Authority 2023 Clipped (generalised),urn:ogc:def:crs:EPSG::2193,"<ns0:WGS84BoundingBox xmlns:ns0=""http://www.opengis.net/ows/1.1""><ns0:LowerCorner>166.39999990000004 -47.28999358208071</ns0:LowerCorner><ns0:UpperCorner>183.9000001 -34.129634547015215</ns0:UpperCorner></ns0:WGS84BoundingBox>"
datafinder.stats.govt.nz:layer-111194,Territorial Authority 2023 (generalised),urn:ogc:def:crs:EPSG::2193,"<ns0:WGS84BoundingBox xmlns:ns0=""http://www.opengis.net/ows/1.1""><ns0:LowerCorner>166.09999990000003 -47.72404667302573</ns0:LowerCorner><ns0:UpperCorner>184.5000001 -33.95849699963594</ns0:UpperCorner></ns0:WGS84BoundingBox>"
datafinder.stats.govt.nz:layer-111195,Urban Accessibility Indicator 2023 (generalised),urn:ogc:def:crs:EPSG::2193,"<ns0:WGS84BoundingBox xmlns:ns0=""http://www.opengis.net/ows/1.1""><ns0:LowerCorner>166.09999990000003 -47.72404667302573</ns0:LowerCorner><ns0:UpperCorner>184.5000001 -33.95849699963594</ns0:UpperCorner></ns0:WGS84BoundingBox>"
datafinder.stats.govt.nz:layer-111196,Urban Rural 2023 Clipped (generalised),urn:ogc:def:crs:EPSG::2193,"<ns0:WGS84BoundingBox xmlns:ns0=""http://www.opengis.net/ows/1.1""><ns0:LowerCorner>166.39999990000004 -47.28999358208071</ns0:LowerCorner><ns0:UpperCorner>183.9000001 -34.129634547015215</ns0:UpperCorner></ns0:WGS84BoundingBox>"
