name,title,default_crs,bbox_raw
datafinder.stats.govt.nz:layer-105008,Estimated Resident Population at 30 June 2018 by Statistical Area 2,urn:ogc:def:crs:EPSG::2193,"<ns0:WGS84BoundingBox xmlns:ns0=""http://www.opengis.net/ows/1.1""><ns0:LowerCorner>166.26203258220306 -47.2230467564741</ns0:LowerCorner><ns0:UpperCorner>184.09427442796422 -34.129634647015216</ns0:UpperCorner></ns0:WGS84BoundingBox>"
datafinder.stats.govt.nz:layer-105009,Estimated Resident Population at 30 June 2018 by Territorial Authority and Auckland Local Boards,urn:ogc:def:crs:EPSG::2193,"<ns0:WGS84BoundingBox xmlns:ns0=""http://www.opengis.net/ows/1.1""><ns0:LowerCorner>166.26203258220306 -47.2230467564741</ns0:LowerCorner><ns0:UpperCorner>184.09427442796422 -34.129634647015216</ns0:UpperCorner></ns0:WGS84BoundingBox>"
datafinder.stats.govt.nz:layer-105010,Estimated Resident Population at 30 June 2018 by Urban Rural,urn:ogc:def:crs:EPSG::2193,"<ns0:WGS84BoundingBox xmlns:ns0=""http://www.opengis.net/ows/1.1""><ns0:LowerCorner>166.26203258220306 -47.2230467564741</ns0:LowerCorner><ns0:UpperCorner>184.09427442796422 -34.129634647015216</ns0:UpperCorner></ns0:WGS84BoundingBox>"
datafinder.stats.govt.nz:layer-105022,Urban Accessibility 2018 (generalised),urn:ogc:def:crs:EPSG::2193,"<ns0:WGS84BoundingBox xmlns:ns0=""http://www.opengis.net/ows/1.1""><ns0:LowerCorner>165.97364377550252 -47.62012357870287</ns0:LowerCorner><ns0:UpperCorner>184.6209528860961 -33.95849709963594</ns0:UpperCorner></ns0:WGS84BoundingBox>"
datafinder.stats.govt.nz:layer-105130,Community Board 2021 (generalised),urn:ogc:def:crs:EPSG::2193,"<ns0:WGS84BoundingBox xmlns:ns0=""http://www.opengis.net/ows/1.1""><ns0:LowerCorner>165.97364377550252 -47.62012357870287</ns0:LowerCorner><ns0:UpperCorner>184.6209528860961 -33.95849709963594</ns0:UpperCorner></ns0:WGS84BoundingBox>"
datafinder.stats.govt.nz:layer-105132,Community Board 2021 Clipped (generalised),urn:ogc:def:crs:EPSG::2193,"<ns0:WGS84BoundingBox xmlns:ns0=""http://www.opengis.net/ows/1.1""><ns0:LowerCorner>166.26203258220306 -47.2230467564741</ns0:LowerCorner><ns0:UpperCorner>184.09427442796422 -34.129634647015216</ns0:UpperCorner></ns0:WGS84BoundingBox>"
datafinder.stats.govt.nz:layer-105133,Regional Council 2021 (generalised),urn:ogc:def:crs:EPSG::2193,"<ns0:WGS84BoundingBox xmlns:ns0=""http://www.opengis.net/ows/1.1""><ns0:LowerCorner>165.97364377550252 -47.62012357870287</ns0:LowerCorner><ns0:UpperCorner>184.6209528860961 -33.95849709963594</ns0:UpperCorner></ns0:WGS84BoundingBox>"
datafinder.stats.govt.nz:layer-105134,Regional Council 2021 Clipped (generalised),urn:ogc:def:crs:EPSG::2193,"<ns0:WGS84BoundingBox xmlns:ns0=""http://www.opengis.net/ows/1.1""><ns0:LowerCorner>166.26203258220306 -47.2230467564741</ns0:LowerCorner><ns0:UpperCorner>184.09427442796422 -34.129634647015216</ns0:UpperCorner></ns0:WGS84BoundingBox>"
datafinder.stats.govt.nz:layer-105135,Territorial Authority Local Board 2021 (generalised),urn:ogc:def:crs:EPSG::2193,"<ns0:WGS84BoundingBox xmlns:ns0=""http://www.opengis.net/ows/1.1""><ns0:LowerCorner>165.97364377550252 -47.62012357870287</ns0:LowerCorner><ns0:UpperCorner>184.6209528860961 -33.95849709963594</ns0:UpperCorner></ns0:WGS84BoundingBox>"
datafinder.stats.govt.nz:layer-105136,Territorial Authority Local Board 2021 Clipped (generalised),urn:ogc:def:crs:EPSG::2193,"<ns0:WGS84BoundingBox xmlns:ns0=""http://www.opengis.net/ows/1.1""><ns0:LowerCorner>166.26203258220306 -47.2230467564741</ns0:LowerCorner><ns0:UpperCorner>184.09427442796422 -34.129634647015216</ns0:UpperCorner></ns0:WGS84BoundingBox>"
datafinder.stats.govt.nz:layer-105137,Subdivision 2021 (generalised),urn:ogc:def:crs:EPSG::2193,"<ns0:WGS84BoundingBox xmlns:ns0=""http://www.opengis.net/ows/1.1""><ns0:LowerCorner>165.97364377550252 -47.62012357870287</ns0:LowerCorner><ns0:UpperCorner>184.6209528860961 -33.95849709963594</ns0:UpperCorner></ns0:WGS84BoundingBox>"
datafinder.stats.govt.nz:layer-105138,Subdivision 2021 Clipped (generalised),urn:ogc:def:crs:EPSG::2193,"<ns0:WGS84BoundingBox xmlns:ns0=""http://www.opengis.net/ows/1.1""><ns0:LowerCorner>166.26203258220306 -47.2230467564741</ns0:LowerCorner><ns0:UpperCorner>184.09427442796422 -34.129634647015216</ns0:UpperCorner></ns0:WGS84BoundingBox>"
datafinder.stats.govt.nz:layer-105139,Constituency 2021 (generalised),urn:ogc:def:crs:EPSG::2193,"<ns0:WGS84BoundingBox xmlns:ns0=""http://www.opengis.net/ows/1.1""><ns0:LowerCorner>165.97364377550252 -47.62012357870287</ns0:LowerCorner><ns0:UpperCorner>184.6209528860961 -33.95849709963594</ns0:UpperCorner></ns0:WGS84BoundingBox>"
datafinder.stats.govt.nz:layer-105140,Ward 2021 (generalised),urn:ogc:def:crs:EPSG::2193,"<ns0:WGS84BoundingBox xmlns:ns0=""http://www.opengis.net/ows/1.1""><ns0:LowerCorner>165.97364377550252 -47.62012357870287</ns0:LowerCorner><ns0:UpperCorner>184.6209528860961 -33.95849709963594</ns0:UpperCorner></ns0:WGS84BoundingBox>"
datafinder.stats.govt.nz:layer-105145,Constituency 2021 Clipped (generalised),urn:ogc:def:crs:EPSG::2193,"<ns0:WGS84BoundingBox xmlns:ns0=""http://www.opengis.net/ows/1.1""><ns0:LowerCorner>166.26203258220306 -47.2230467564741</ns0:LowerCorner><ns0:UpperCorner>184.09427442796422 -34.129634647015216</ns0:UpperCorner></ns0:WGS84BoundingBox>"
datafinder.stats.govt.nz:layer-105146,Ward 2021 Clipped (generalised),urn:ogc:def:crs:EPSG::2193,"<ns0:WGS84BoundingBox xmlns:ns0=""http://www.opengis.net/ows/1.1""><ns0:LowerCorner>166.26203258220306 -47.2230467564741</ns0:LowerCorner><ns0:UpperCorner>184.09427442796422 -34.129634647015216</ns0:UpperCorner></ns0:WGS84BoundingBox>"
datafinder.stats.govt.nz:layer-105149,Māori Constituency 2021 (generalised),urn:ogc:def:crs:EPSG::2193,"<ns0:WGS84BoundingBox xmlns:ns0=""http://www.opengis.net/ows/1.1""><ns0:LowerCorner>165.97364377550252 -47.62012357870287</ns0:LowerCorner><ns0:UpperCorner>184.6209528860961 -33.95849709963594</ns0:UpperCorner></ns0:WGS84BoundingBox>"
datafinder.stats.govt.nz:layer-105153,Territorial Authority 2021 (generalised),urn:ogc:def:crs:EPSG::2193,"<ns0:WGS84BoundingBox xmlns:ns0=""http://www.opengis.net/ows/1.1""><ns0:LowerCorner>165.97364377550252 -47.62012357870287</ns0:LowerCorner><ns0:UpperCorner>184.6209528860961 -33.95849709963594</ns0:UpperCorner></ns0:WGS84BoundingBox>"
datafinder.stats.govt.nz:layer-105154,Territorial Authority 2021 Clipped (generalised),urn:ogc:def:crs:EPSG::2193,"<ns0:WGS84BoundingBox xmlns:ns0=""http://www.opengis.net/ows/1.1""><ns0:LowerCorner>166.26203258220306 -47.2230467564741</ns0:LowerCorner><ns0:UpperCorner>184.09427442796422 -34.129634647015216</ns0:UpperCorner></ns0:WGS84BoundingBox>"
datafinder.stats.govt.nz:layer-105155,Urban Accessibility Indicator 2021 (generalised),urn:ogc:def:crs:EPSG::2193,"<ns0:WGS84BoundingBox xmlns:ns0=""http://www.opengis.net/ows/1.1""><ns0:LowerCorner>165.97364377550252 -47.62012357870287</ns0:LowerCorner><ns0:UpperCorner>184.6209528860961 -33.95849709963594</ns0:UpperCorner></ns0:WGS84BoundingBox>"
datafinder.stats.govt.nz:layer-105156,Māori Ward 2021 (generalised),urn:ogc:def:crs:EPSG::2193,"<ns0:WGS84BoundingBox xmlns:ns0=""http://www.opengis.net/ows/1.1""><ns0:LowerCorner>165.97364377550252 -47.62012357870287</ns0:LowerCorner><ns0:UpperCorner>184.6209528860961 -33.95849709963594</ns0:UpperCorner></ns0:WGS84BoundingBox>"
datafinder.stats.govt.nz:layer-105157,Māori Ward 2021 Clipped (generalised),urn:ogc:def:crs:EPSG::2193,"<ns0:WGS84BoundingBox xmlns:ns0=""http://www.opengis.net/ows/1.1""><ns0:LowerCorner>166.26203258220306 -47.2230467564741</ns0:LowerCorner><ns0:UpperCorner>184.09427442796422 -34.129634647015216</ns0:UpperCorner></ns0:WGS84BoundingBox>"
datafinder.stats.govt.nz:layer-105158,Urban Rural 2021 (generalised),urn:ogc:def:crs:EPSG::2193,"<ns0:WGS84BoundingBox xmlns:ns0=""http://www.opengis.net/ows/1.1""><ns0:LowerCorner>165.97364377550252 -47.62012357870287</ns0:LowerCorner><ns0:UpperCorner>184.6209528860961 -33.95849709963594</ns0:UpperCorner></ns0:WGS84BoundingBox>"
datafinder.stats.govt.nz:layer-105159,Urban Rural 2021 Clipped (generalised),urn:ogc:def:crs:EPSG::2193,"<ns0:WGS84BoundingBox xmlns:ns0=""http://www.opengis.net/ows/1.1""><ns0:LowerCorner>166.26203258220306 -47.2230467564741</ns0:LowerCorner><ns0:UpperCorner>184.09427442796422 -34.129634647015216</ns0:UpperCorner></ns0:WGS84BoundingBox>"
datafinder.stats.govt.nz:layer-105161,Statistical Area 2 2021 Clipped (generalised),urn:ogc:def:crs:EPSG::2193,"<ns0:WGS84BoundingBox xmlns:ns0=""http://www.opengis.net/ows/1.1""><ns0:LowerCorner>166.26203258220306 -47.2230467564741</ns0:LowerCorner><ns0:UpperCorner>184.09427442796422 -34.129634647015216</ns0:UpperCorner></ns0:WGS84BoundingBox>"
datafinder.stats.govt.nz:layer-105162,Statistical Area 1 2021 (generalised),urn:ogc:def:crs:EPSG::2193,"<ns0:WGS84BoundingBox xmlns:ns0=""http://www.opengis.net/ows/1.1""><ns0:LowerCorner>165.97364377550252 -47.62012357870287</ns0:LowerCorner><ns0:UpperCorner>184.6209528860961 -33.95849709963594</ns0:UpperCorner></ns0:WGS84BoundingBox>"
datafinder.stats.govt.nz:layer-105163,Statistical Area 1 2021 Clipped (generalised),urn:ogc:def:crs:EPSG::2193,"<ns0:WGS84BoundingBox xmlns:ns0=""http://www.opengis.net/ows/1.1""><ns0:LowerCorner>166.26203258220306 -47.2230467564741</ns0:LowerCorner><ns0:UpperCorner>184.09427442796422 -34.129634647015216</ns0:UpperCorner></ns0:WGS84BoundingBox>"
datafinder.stats.govt.nz:layer-105164,Statistical Area 2 2021 (Centroid True),urn:ogc:def:crs:EPSG::2193,"<ns0:WGS84BoundingBox xmlns:ns0=""http://www.opengis.net/ows/1.1""><ns0:LowerCorner>166.7216389206276 -46.92829213288547</ns0:LowerCorner><ns0:UpperCorner>184.08584794958486 -34.15981574927128</ns0:UpperCorner></ns0:WGS84BoundingBox>"
datafinder.stats.govt.nz:layer-105165,Statistical Area 1 2021 (Centroid Inside),urn:ogc:def:crs:EPSG::2193,"<ns0:WGS84BoundingBox xmlns:ns0=""http://www.opengis.net/ows/1.1""><ns0:LowerCorner>166.63086067705927 -46.875122708268954</ns0:LowerCorner><ns0:UpperCorner>184.40768887952942 -34.156533305286885</ns0:UpperCorner></ns0:WGS84BoundingBox>"
datafinder.stats.govt.nz:layer-105166,Statistical Area 1 2021 (Centroid True),urn:ogc:def:crs:EPSG::2193,"<ns0:WGS84BoundingBox xmlns:ns0=""http://www.opengis.net/ows/1.1""><ns0:LowerCorner>166.63075720910692 -46.9219572139418</ns0:LowerCorner><ns0:UpperCorner>184.22544479540787 -34.15981574927128</ns0:UpperCorner></ns0:WGS84BoundingBox>"
datafinder.stats.govt.nz:layer-105167,Meshblock 2021 (Centroid True),urn:ogc:def:crs:EPSG::2193,"<ns0:WGS84BoundingBox xmlns:ns0=""http://www.opengis.net/ows/1.1""><ns0:LowerCorner>166.3267090768178 -47.182391600865415</ns0:LowerCorner><ns0:UpperCorner>184.28219381375257 -34.15981574927128</ns0:UpperCorner></ns0:WGS84BoundingBox>"
datafinder.stats.govt.nz:layer-105168,Statistical Area 2 2021 (Centroid Inside),urn:ogc:def:crs:EPSG::2193,"<ns0:WGS84BoundingBox xmlns:ns0=""http://www.opengis.net/ows/1.1""><ns0:LowerCorner>166.58784652121102 -46.876096397408936</ns0:LowerCorner><ns0:UpperCorner>184.54630261979042 -34.156533305286885</ns0:UpperCorner></ns0:WGS84BoundingBox>"
datafinder.stats.govt.nz:layer-105169,Meshblock 2021 (Centroid Inside),urn:ogc:def:crs:EPSG::2193,"<ns0:WGS84BoundingBox xmlns:ns0=""http://www.opengis.net/ows/1.1""><ns0:LowerCorner>166.29416939305693 -47.37508884770087</ns0:LowerCorner><ns0:UpperCorner>184.39415177937755 -34.156533305286885</ns0:UpperCorner></ns0:WGS84BoundingBox>"
datafinder.stats.govt.nz:layer-105171,Meshblock Higher Geographies 2021 (generalised),urn:ogc:def:crs:EPSG::2193,"<ns0:WGS84BoundingBox xmlns:ns0=""http://www.opengis.net/ows/1.1""><ns0:LowerCorner>165.97364377550252 -47.62012357870287</ns0:LowerCorner><ns0:UpperCorner>184.6209528860961 -33.95849709963594</ns0:UpperCorner></ns0:WGS84BoundingBox>"
datafinder.stats.govt.nz:layer-105173,Meshblock Higher Geographies 2021 (high definition),urn:ogc:def:crs:EPSG::2193,"<ns0:WGS84BoundingBox xmlns:ns0=""http://www.opengis.net/ows/1.1""><ns0:LowerCorner>165.97364377550252 -47.62012357870287</ns0:LowerCorner><ns0:UpperCorner>184.6209528860961 -33.95849709963594</ns0:UpperCorner></ns0:WGS84BoundingBox>"
datafinder.stats.govt.nz:layer-105174,Statistical Area 2 Higher Geographies 2021 (generalised),urn:ogc:def:crs:EPSG::2193,"<ns0:WGS84BoundingBox xmlns:ns0=""http://www.opengis.net/ows/1.1""><ns0:LowerCorner>165.97364377550252 -47.62012357870287</ns0:LowerCorner><ns0:UpperCorner>184.6209528860961 -33.95849709963594</ns0:UpperCorner></ns0:WGS84BoundingBox>"
datafinder.stats.govt.nz:layer-105175,Statistical Area 2 2021 (generalised),urn:ogc:def:crs:EPSG::2193,"<ns0:WGS84BoundingBox xmlns:ns0=""http://www.opengis.net/ows/1.1""><ns0:LowerCorner>165.97364377550252 -47.62012357870287</ns0:LowerCorner><ns0:UpperCorner>184.6209528860961 -33.95849709963594</ns0:UpperCorner></ns0:WGS84BoundingBox>"
datafinder.stats.govt.nz:layer-105176,Meshblock 2021 (generalised),urn:ogc:def:crs:EPSG::2193,"<ns0:WGS84BoundingBox xmlns:ns0=""http://www.opengis.net/ows/1.1""><ns0:LowerCorner>165.97364378523423 -47.620123590197025</ns0:LowerCorner><ns0:UpperCorner>184.62095315409348 -33.95849709963594</ns0:UpperCorner></ns0:WGS84BoundingBox>"
datafinder.stats.govt.nz:layer-105177,Statistical Area 1 Higher Geographies 2021 (generalised),urn:ogc:def:crs:EPSG::2193,"<ns0:WGS84BoundingBox xmlns:ns0=""http://www.opengis.net/ows/1.1""><ns0:LowerCorner>165.97364377550252 -47.62012357870287</ns0:LowerCorner><ns0:UpperCorner>184.6209528860961 -33.95849709963594</ns0:UpperCorner></ns0:WGS84BoundingBox>"
datafinder.stats.govt.nz:layer-105184,Meshblock 2021 Clipped (generalised),urn:ogc:def:crs:EPSG::2193,"<ns0:WGS84BoundingBox xmlns:ns0=""http://www.opengis.net/ows/1.1""><ns0:LowerCorner>166.26203258220306 -47.2230467564741</ns0:LowerCorner><ns0:UpperCorner>184.09427442796422 -34.129634647015216</ns0:UpperCorner></ns0:WGS84BoundingBox>"
datafinder.stats.govt.nz:layer-105288,Functional Urban Area 2018,urn:ogc:def:crs:EPSG::2193,"<ns0:WGS84BoundingBox xmlns:ns0=""http://www.opengis.net/ows/1.1""><ns0:LowerCorner>165.97364377550252 -47.62012357870287</ns0:LowerCorner><ns0:UpperCorner>184.6209528860961 -33.95849709963594</ns0:UpperCorner></ns0:WGS84BoundingBox>"
datafinder.stats.govt.nz:layer-105388,New Zealand business demography statistics at February 2020 (on statistical area 2 2020),urn:ogc:def:crs:EPSG::2193,"<ns0:WGS84BoundingBox xmlns:ns0=""http://www.opengis.net/ows/1.1""><ns0:LowerCorner>165.97364377550252 -47.62012357870287</ns0:LowerCorner><ns0:UpperCorner>184.6209528860961 -33.95849709963594</ns0:UpperCorner></ns0:WGS84BoundingBox>"
datafinder.stats.govt.nz:layer-105660,Meshblock 2008 Generalised Version,urn:ogc:def:crs:EPSG::2193,"<ns0:WGS84BoundingBox xmlns:ns0=""http://www.opengis.net/ows/1.1""><ns0:LowerCorner>165.97364378523423 -47.62012359917649</ns0:LowerCorner><ns0:UpperCorner>184.62095315409348 -33.95849709963594</ns0:UpperCorner></ns0:WGS84BoundingBox>"
datafinder.stats.govt.nz:layer-105696,Ward 2012 (generalised),urn:ogc:def:crs:EPSG::2193,"<ns0:WGS84BoundingBox xmlns:ns0=""http://www.opengis.net/ows/1.1""><ns0:LowerCorner>166.1386522033886 -47.72404657302573</ns0:LowerCorner><ns0:UpperCorner>178.83620920894572 -33.95849709963594</ns0:UpperCorner></ns0:WGS84BoundingBox>"
datafinder.stats.govt.nz:layer-105701,Community Board 2012 (generalised),urn:ogc:def:crs:EPSG::2193,"<ns0:WGS84BoundingBox xmlns:ns0=""http://www.opengis.net/ows/1.1""><ns0:LowerCorner>166.1386522033886 -47.72404657302573</ns0:LowerCorner><ns0:UpperCorner>178.83620920894572 -33.95849709963594</ns0:UpperCorner></ns0:WGS84BoundingBox>"
datafinder.stats.govt.nz:layer-105704,Urban Area 2012 (clipped),urn:ogc:def:crs:EPSG::2193,"<ns0:WGS84BoundingBox xmlns:ns0=""http://www.opengis.net/ows/1.1""><ns0:LowerCorner>166.4261471224055 -47.28999354001729</ns0:LowerCorner><ns0:UpperCorner>178.57724476543814 -33.95849715188127</ns0:UpperCorner></ns0:WGS84BoundingBox>"
datafinder.stats.govt.nz:layer-105708,Community Board 2012 (clipped),urn:ogc:def:crs:EPSG::2193,"<ns0:WGS84BoundingBox xmlns:ns0=""http://www.opengis.net/ows/1.1""><ns0:LowerCorner>166.42614713487055 -47.28999348208071</ns0:LowerCorner><ns0:UpperCorner>178.57724472541736 -33.95849709963594</ns0:UpperCorner></ns0:WGS84BoundingBox>"
datafinder.stats.govt.nz:layer-105734,Community Board 2014 (clipped),urn:ogc:def:crs:EPSG::2193,"<ns0:WGS84BoundingBox xmlns:ns0=""http://www.opengis.net/ows/1.1""><ns0:LowerCorner>166.2620499575015 -47.22304779144476</ns0:LowerCorner><ns0:UpperCorner>184.09427483108317 -34.3926291524929</ns0:UpperCorner></ns0:WGS84BoundingBox>"
datafinder.stats.govt.nz:layer-105738,Urban Area 2014 (clipped),urn:ogc:def:crs:EPSG::2193,"<ns0:WGS84BoundingBox xmlns:ns0=""http://www.opengis.net/ows/1.1""><ns0:LowerCorner>166.2620499575015 -47.22304779144476</ns0:LowerCorner><ns0:UpperCorner>184.09427483108317 -34.3926291524929</ns0:UpperCorner></ns0:WGS84BoundingBox>"
datafinder.stats.govt.nz:layer-105745,Community Board 2013 (generalised),urn:ogc:def:crs:EPSG::2193,"<ns0:WGS84BoundingBox xmlns:ns0=""http://www.opengis.net/ows/1.1""><ns0:LowerCorner>165.97364368523424 -47.620123690197026</ns0:LowerCorner><ns0:UpperCorner>184.62095325409348 -33.95849699963594</ns0:UpperCorner></ns0:WGS84BoundingBox>"
datafinder.stats.govt.nz:layer-105746,Area Unit 2014 (clipped),urn:ogc:def:crs:EPSG::2193,"<ns0:WGS84BoundingBox xmlns:ns0=""http://www.opengis.net/ows/1.1""><ns0:LowerCorner>166.2620498575015 -47.223047891444764</ns0:LowerCorner><ns0:UpperCorner>184.09427493108316 -34.3926290524929</ns0:UpperCorner></ns0:WGS84BoundingBox>"
datafinder.stats.govt.nz:layer-105751,Regional Council 2012 (generalised),urn:ogc:def:crs:EPSG::2193,"<ns0:WGS84BoundingBox xmlns:ns0=""http://www.opengis.net/ows/1.1""><ns0:LowerCorner>166.1386521033886 -47.72404667302573</ns0:LowerCorner><ns0:UpperCorner>178.8362093089457 -33.95849699963594</ns0:UpperCorner></ns0:WGS84BoundingBox>"
datafinder.stats.govt.nz:layer-105752,Area Unit 2012 (generalised),urn:ogc:def:crs:EPSG::2193,"<ns0:WGS84BoundingBox xmlns:ns0=""http://www.opengis.net/ows/1.1""><ns0:LowerCorner>166.1386521033886 -47.72404667302573</ns0:LowerCorner><ns0:UpperCorner>178.8362093089457 -33.95849699963594</ns0:UpperCorner></ns0:WGS84BoundingBox>"
datafinder.stats.govt.nz:layer-105753,Ward 2012 (clipped),urn:ogc:def:crs:EPSG::2193,"<ns0:WGS84BoundingBox xmlns:ns0=""http://www.opengis.net/ows/1.1""><ns0:LowerCorner>166.42614703487055 -47.28999358208071</ns0:LowerCorner><ns0:UpperCorner>178.57724482541735 -33.95849699963594</ns0:UpperCorner></ns0:WGS84BoundingBox>"
datafinder.stats.govt.nz:layer-105754,Regional Council 2012 (clipped),urn:ogc:def:crs:EPSG::2193,"<ns0:WGS84BoundingBox xmlns:ns0=""http://www.opengis.net/ows/1.1""><ns0:LowerCorner>166.42614703487055 -47.28999358208071</ns0:LowerCorner><ns0:UpperCorner>178.57724482541735 -33.95849699963594</ns0:UpperCorner></ns0:WGS84BoundingBox>"
datafinder.stats.govt.nz:layer-105756,Urban Area 2013 (generalised),urn:ogc:def:crs:EPSG::2193,"<ns0:WGS84BoundingBox xmlns:ns0=""http://www.opengis.net/ows/1.1""><ns0:LowerCorner>165.97364368523424 -47.620123690197026</ns0:LowerCorner><ns0:UpperCorner>184.62095325409348 -33.95849699963594</ns0:UpperCorner></ns0:WGS84BoundingBox>"
datafinder.stats.govt.nz:layer-105757,Urban Area 2012 (generalised),urn:ogc:def:crs:EPSG::2193,"<ns0:WGS84BoundingBox xmlns:ns0=""http://www.opengis.net/ows/1.1""><ns0:LowerCorner>166.1386521033886 -47.72404667302573</ns0:LowerCorner><ns0:UpperCorner>178.8362093089457 -33.95849699963594</ns0:UpperCorner></ns0:WGS84BoundingBox>"
datafinder.stats.govt.nz:layer-105760,Urban Area 2013 (clipped),urn:ogc:def:crs:EPSG::2193,"<ns0:WGS84BoundingBox xmlns:ns0=""http://www.opengis.net/ows/1.1""><ns0:LowerCorner>166.262049856904 -47.22304789095974</ns0:LowerCorner><ns0:UpperCorner>184.09427493108316 -34.3926290524929</ns0:UpperCorner></ns0:WGS84BoundingBox>"
datafinder.stats.govt.nz:layer-105761,Regional Council 2014 (clipped),urn:ogc:def:crs:EPSG::2193,"<ns0:WGS84BoundingBox xmlns:ns0=""http://www.opengis.net/ows/1.1""><ns0:LowerCorner>166.2620498575015 -47.223047891444764</ns0:LowerCorner><ns0:UpperCorner>184.09427493108316 -34.3926290524929</ns0:UpperCorner></ns0:WGS84BoundingBox>"
datafinder.stats.govt.nz:layer-105763,Ward 2014 (clipped),urn:ogc:def:crs:EPSG::2193,"<ns0:WGS84BoundingBox xmlns:ns0=""http://www.opengis.net/ows/1.1""><ns0:LowerCorner>166.2620498575015 -47.223047891444764</ns0:LowerCorner><ns0:UpperCorner>184.09427493108316 -34.3926290524929</ns0:UpperCorner></ns0:WGS84BoundingBox>"
datafinder.stats.govt.nz:layer-105764,Area Unit 2015 (generalised),urn:ogc:def:crs:EPSG::2193,"<ns0:WGS84BoundingBox xmlns:ns0=""http://www.opengis.net/ows/1.1""><ns0:LowerCorner>165.97364368523424 -47.620123690197026</ns0:LowerCorner><ns0:UpperCorner>184.62095325409348 -33.95849699963594</ns0:UpperCorner></ns0:WGS84BoundingBox>"
datafinder.stats.govt.nz:layer-105766,Community Board 2015 (generalised),urn:ogc:def:crs:EPSG::2193,"<ns0:WGS84BoundingBox xmlns:ns0=""http://www.opengis.net/ows/1.1""><ns0:LowerCorner>165.97364368523424 -47.620123690197026</ns0:LowerCorner><ns0:UpperCorner>184.62095325409348 -33.95849699963594</ns0:UpperCorner></ns0:WGS84BoundingBox>"
datafinder.stats.govt.nz:layer-105767,Constituency 2015 (generalised),urn:ogc:def:crs:EPSG::2193,"<ns0:WGS84BoundingBox xmlns:ns0=""http://www.opengis.net/ows/1.1""><ns0:LowerCorner>165.97364368523424 -47.620123690197026</ns0:LowerCorner><ns0:UpperCorner>184.62095325409348 -33.95849699963594</ns0:UpperCorner></ns0:WGS84BoundingBox>"
datafinder.stats.govt.nz:layer-105768,Māori Constituency 2015 (generalised),urn:ogc:def:crs:EPSG::2193,"<ns0:WGS84BoundingBox xmlns:ns0=""http://www.opengis.net/ows/1.1""><ns0:LowerCorner>165.97364368523424 -47.620123690197026</ns0:LowerCorner><ns0:UpperCorner>184.62095325409348 -33.95849699963594</ns0:UpperCorner></ns0:WGS84BoundingBox>"
datafinder.stats.govt.nz:layer-105769,Regional Council 2015 (generalised),urn:ogc:def:crs:EPSG::2193,"<ns0:WGS84BoundingBox xmlns:ns0=""http://www.opengis.net/ows/1.1""><ns0:LowerCorner>165.97364368523424 -47.620123690197026</ns0:LowerCorner><ns0:UpperCorner>184.62095325409348 -33.95849699963594</ns0:UpperCorner></ns0:WGS84BoundingBox>"
datafinder.stats.govt.nz:layer-105770,Subdivision 2015 (generalised),urn:ogc:def:crs:EPSG::2193,"<ns0:WGS84BoundingBox xmlns:ns0=""http://www.opengis.net/ows/1.1""><ns0:LowerCorner>165.97364368523424 -47.620123690197026</ns0:LowerCorner><ns0:UpperCorner>184.62095325409348 -33.95849699963594</ns0:UpperCorner></ns0:WGS84BoundingBox>"
datafinder.stats.govt.nz:layer-105772,Urban Area 2015 (generalised),urn:ogc:def:crs:EPSG::2193,"<ns0:WGS84BoundingBox xmlns:ns0=""http://www.opengis.net/ows/1.1""><ns0:LowerCorner>165.97364368523424 -47.620123690197026</ns0:LowerCorner><ns0:UpperCorner>184.62095325409348 -33.95849699963594</ns0:UpperCorner></ns0:WGS84BoundingBox>"
datafinder.stats.govt.nz:layer-105773,Ward 2015 (generalised),urn:ogc:def:crs:EPSG::2193,"<ns0:WGS84BoundingBox xmlns:ns0=""http://www.opengis.net/ows/1.1""><ns0:LowerCorner>165.97364368523424 -47.620123690197026</ns0:LowerCorner><ns0:UpperCorner>184.62095325409348 -33.95849699963594</ns0:UpperCorner></ns0:WGS84BoundingBox>"
datafinder.stats.govt.nz:layer-105774,Community Board 2015 (clipped),urn:ogc:def:crs:EPSG::2193,"<ns0:WGS84BoundingBox xmlns:ns0=""http://www.opengis.net/ows/1.1""><ns0:LowerCorner>166.26203247139674 -47.223046863844196</ns0:LowerCorner><ns0:UpperCorner>184.09427493108316 -34.3926290524929</ns0:UpperCorner></ns0:WGS84BoundingBox>"
datafinder.stats.govt.nz:layer-105775,Constituency 2015 (clipped),urn:ogc:def:crs:EPSG::2193,"<ns0:WGS84BoundingBox xmlns:ns0=""http://www.opengis.net/ows/1.1""><ns0:LowerCorner>166.26203247139674 -47.223046863844196</ns0:LowerCorner><ns0:UpperCorner>184.09427493108316 -34.3926290524929</ns0:UpperCorner></ns0:WGS84BoundingBox>"
datafinder.stats.govt.nz:layer-105776,Subdivision 2015 (clipped),urn:ogc:def:crs:EPSG::2193,"<ns0:WGS84BoundingBox xmlns:ns0=""http://www.opengis.net/ows/1.1""><ns0:LowerCorner>166.26203247139674 -47.223046863844196</ns0:LowerCorner><ns0:UpperCorner>184.09427493108316 -34.3926290524929</ns0:UpperCorner></ns0:WGS84BoundingBox>"
