SA32023_V1_00_usual_residence_address,SA32023_V1_00_NAME_usual_residence_address,SA32023_V1_00_NAME_ASCII_usual_residence_address,SA32023_V1_00_workplace_address,SA32023_V1_00_NAME_workplace_address,SA32023_V1_00_NAME_ASCII_workplace_address,_2018_Work_at_home,_2018_Drive_a_private_car_truck_or_van,_2018_Drive_a_company_car_truck_or_van,_2018_Passenger_in_a_car_truck_van_or_company_bus,_2018_Public_bus,_2018_Train,_2018_Bicycle,_2018_Walk_or_jog,_2018_Ferry,_2018_Other,_2018_Total_stated,_2023_Work_at_home,_2023_Drive_a_private_car_truck_or_van,_2023_Drive_a_company_car_truck_or_van,_2023_Passenger_in_a_car_truck_van_or_company_bus,_2023_Public_bus,_2023_Train,_2023_Bicycle,_2023_Walk_or_jog,_2023_Ferry,_2023_Other,_2023_Total_stated
51280,Bucklands Beach,Bucklands Beach,51890,Cockle Bay,Cockle Bay,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9
51280,Bucklands Beach,Bucklands Beach,51900,Shelly Park,Shelly Park,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
51280,Bucklands Beach,Bucklands Beach,51910,Somerville,Somerville,-999,15,-999,-999,-999,-999,-999,-999,-999,-999,18,-999,36,-999,-999,-999,-999,-999,-999,-999,-999,42
51280,Bucklands Beach,Bucklands Beach,51920,Northpark,Northpark,-999,18,-999,-999,-999,-999,-999,-999,-999,-999,18,-999,12,-999,-999,-999,-999,-999,-999,-999,-999,15
51280,Bucklands Beach,Bucklands Beach,51930,Dannemora,Dannemora,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,9,-999,15,-999,-999,-999,-999,-999,-999,-999,-999,15
51280,Bucklands Beach,Bucklands Beach,51940,East Tamaki Heights,East Tamaki Heights,-999,15,-999,-999,-999,-999,-999,-999,-999,-999,18,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,9
51280,Bucklands Beach,Bucklands Beach,51960,Māngere,Mangere,-999,93,12,-999,-999,-999,-999,-999,-999,-999,111,-999,99,21,-999,-999,-999,-999,-999,-999,-999,129
51280,Bucklands Beach,Bucklands Beach,51970,Franklin Central,Franklin Central,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,15,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,12
51280,Bucklands Beach,Bucklands Beach,51980,Ōtara,Otara,-999,21,-999,-999,-999,-999,-999,-999,-999,-999,24,-999,15,-999,-999,-999,-999,-999,-999,-999,-999,15
51280,Bucklands Beach,Bucklands Beach,51990,Papatoetoe,Papatoetoe,-999,24,-999,-999,-999,-999,-999,-999,-999,-999,30,-999,27,-999,-999,-999,-999,-999,-999,-999,-999,27
51280,Bucklands Beach,Bucklands Beach,52000,Flat Bush,Flat Bush,-999,27,-999,-999,-999,-999,-999,-999,-999,-999,36,-999,51,6,-999,-999,-999,-999,-999,-999,-999,66
51280,Bucklands Beach,Bucklands Beach,52010,Māngere East,Mangere East,-999,51,-999,-999,-999,-999,-999,-999,-999,-999,57,-999,45,-999,-999,-999,-999,-999,-999,-999,-999,54
51280,Bucklands Beach,Bucklands Beach,52030,Manukau,Manukau,-999,81,21,-999,-999,-999,-999,-999,-999,-999,111,-999,78,15,-999,-999,-999,-999,-999,-999,-999,102
51280,Bucklands Beach,Bucklands Beach,52060,Wiri,Wiri,-999,57,15,-999,-999,-999,-999,-999,-999,-999,72,-999,54,15,-999,-999,-999,-999,-999,-999,-999,75
51280,Bucklands Beach,Bucklands Beach,52100,Manurewa,Manurewa,-999,12,-999,-999,-999,-999,-999,-999,-999,-999,18,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,12
51280,Bucklands Beach,Bucklands Beach,52110,Takanini,Takanini,-999,18,-999,-999,-999,-999,-999,-999,-999,-999,27,-999,18,-999,-999,-999,-999,-999,-999,-999,-999,21
51280,Bucklands Beach,Bucklands Beach,52200,Papakura,Papakura,-999,12,-999,-999,-999,-999,-999,-999,-999,-999,12,-999,15,-999,-999,-999,-999,-999,-999,-999,-999,21
51290,Waitākere East,Waitakere East,50460,Rodney West,Rodney West,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,9
51290,Waitākere East,Waitakere East,50500,Helensville,Helensville,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,9
51290,Waitākere East,Waitakere East,50520,Silverdale (Auckland),Silverdale (Auckland),-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9
51290,Waitākere East,Waitakere East,50610,Kumeū,Kumeu,-999,24,12,-999,-999,-999,-999,-999,-999,-999,36,-999,45,15,-999,-999,-999,-999,-999,-999,-999,60
51290,Waitākere East,Waitakere East,50620,Albany,Albany,-999,15,-999,-999,-999,-999,-999,-999,-999,-999,18,-999,15,-999,-999,-999,-999,-999,-999,-999,-999,21
51290,Waitākere East,Waitakere East,50750,North Harbour/Rosedale,North Harbour/Rosedale,-999,63,21,-999,-999,-999,-999,-999,-999,-999,90,-999,42,27,-999,-999,-999,-999,-999,-999,-999,66
51290,Waitākere East,Waitakere East,50840,Glenfield,Glenfield,-999,21,15,-999,-999,-999,-999,-999,-999,-999,39,-999,27,9,-999,-999,-999,-999,-999,-999,-999,39
51290,Waitākere East,Waitakere East,50860,Waitākere West,Waitakere West,-999,15,6,-999,-999,-999,-999,-999,-999,-999,24,-999,30,-999,-999,-999,-999,-999,-999,-999,-999,33
51290,Waitākere East,Waitakere East,50870,Taupaki,Taupaki,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,6
51290,Waitākere East,Waitakere East,50880,Swanson,Swanson,-999,39,6,-999,-999,-999,-999,-999,-999,-999,51,-999,45,6,-999,-999,-999,-999,-999,-999,-999,60
51290,Waitākere East,Waitakere East,50890,Whenuapai,Whenuapai,-999,21,9,-999,-999,-999,-999,-999,-999,-999,30,-999,24,6,-999,-999,-999,-999,-999,-999,-999,33
51290,Waitākere East,Waitakere East,50910,Hobsonville,Hobsonville,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,9,-999,21,-999,-999,-999,-999,-999,-999,-999,-999,24
51290,Waitākere East,Waitakere East,50920,West Harbour,West Harbour,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,12,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,9
51290,Waitākere East,Waitakere East,50930,Westgate,Westgate,-999,27,6,-999,-999,-999,-999,-999,-999,-999,36,-999,45,12,-999,-999,-999,-999,-999,-999,-999,63
51290,Waitākere East,Waitakere East,50940,Massey,Massey,-999,18,-999,-999,-999,-999,-999,-999,-999,-999,21,-999,12,-999,-999,-999,-999,-999,-999,-999,-999,18
51290,Waitākere East,Waitakere East,50950,Te Atatū Peninsula,Te Atatu Peninsula,-999,18,-999,-999,-999,-999,-999,-999,-999,-999,24,-999,21,-999,-999,-999,-999,-999,-999,-999,-999,30
51290,Waitākere East,Waitakere East,50960,Henderson,Henderson,-999,399,102,15,-999,9,6,-999,-999,-999,534,-999,402,84,30,-999,6,-999,-999,-999,-999,534
51290,Waitākere East,Waitakere East,50970,Rānui (Auckland),Ranui (Auckland),-999,18,-999,-999,-999,-999,-999,-999,-999,-999,18,-999,12,-999,-999,-999,-999,-999,-999,-999,-999,12
51290,Waitākere East,Waitakere East,50980,Te Atatū South,Te Atatu South,-999,33,-999,-999,-999,-999,-999,-999,-999,-999,39,-999,18,-999,-999,-999,-999,-999,-999,-999,-999,21
51290,Waitākere East,Waitakere East,51010,Takapuna,Takapuna,-999,42,-999,-999,-999,-999,-999,-999,-999,-999,48,-999,30,-999,-999,-999,-999,-999,-999,-999,-999,36
51290,Waitākere East,Waitakere East,51040,Northcote (Auckland),Northcote (Auckland),-999,12,-999,-999,-999,-999,-999,-999,-999,-999,15,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,9
51290,Waitākere East,Waitakere East,51130,Stanley Point,Stanley Point,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9
51290,Waitākere East,Waitakere East,51140,Saint Marys Bay,Saint Marys Bay,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6
51290,Waitākere East,Waitakere East,51150,Auckland City Centre,Auckland City Centre,-999,213,30,18,12,126,6,-999,-999,12,423,-999,180,24,12,-999,69,12,-999,-999,-999,303
51290,Waitākere East,Waitakere East,51170,Ponsonby,Ponsonby,-999,12,-999,-999,-999,-999,-999,-999,-999,-999,12,-999,12,-999,-999,-999,-999,-999,-999,-999,-999,18
51290,Waitākere East,Waitakere East,51180,Freemans Bay,Freemans Bay,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,12,-999,18,-999,-999,-999,-999,-999,-999,-999,-999,24
51290,Waitākere East,Waitakere East,51200,Parnell,Parnell,-999,33,6,-999,-999,9,-999,-999,-999,-999,51,-999,18,-999,-999,-999,-999,-999,-999,-999,-999,27
51290,Waitākere East,Waitakere East,51210,Westmere,Westmere,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,9,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,9
51290,Waitākere East,Waitakere East,51220,Point Chevalier,Point Chevalier,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,9,-999,12,-999,-999,-999,-999,-999,-999,-999,-999,12
51290,Waitākere East,Waitakere East,51230,Grafton,Grafton,-999,33,-999,-999,-999,15,-999,-999,-999,-999,54,-999,45,-999,-999,-999,15,-999,-999,-999,-999,66
51290,Waitākere East,Waitakere East,51240,Saint Heliers,Saint Heliers,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
51290,Waitākere East,Waitakere East,51290,Waitākere East,Waitakere East,603,87,60,-999,-999,-999,-999,15,-999,-999,771,1032,75,36,15,-999,-999,-999,18,-999,-999,1185
51290,Waitākere East,Waitakere East,51300,Avondale (Auckland),Avondale (Auckland),-999,93,39,-999,-999,-999,-999,-999,-999,-999,135,-999,108,27,-999,-999,-999,-999,-999,-999,-999,138
51290,Waitākere East,Waitakere East,51310,Glendene,Glendene,-999,21,9,-999,-999,-999,-999,-999,-999,-999,33,-999,18,9,-999,-999,-999,-999,-999,-999,-999,33
51290,Waitākere East,Waitakere East,51320,Kelston,Kelston,-999,21,6,-999,-999,-999,-999,-999,-999,-999,27,-999,15,-999,-999,-999,-999,-999,-999,-999,-999,21
51290,Waitākere East,Waitakere East,51330,Sunnyvale,Sunnyvale,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
51290,Waitākere East,Waitakere East,51340,Glen Eden,Glen Eden,-999,57,21,6,-999,-999,-999,-999,-999,-999,84,-999,75,18,9,-999,-999,-999,-999,-999,-999,102
51290,Waitākere East,Waitakere East,51350,New Lynn,New Lynn,-999,108,21,-999,-999,-999,-999,-999,-999,-999,141,-999,87,18,6,-999,-999,-999,-999,-999,-999,117
51290,Waitākere East,Waitakere East,51360,Titirangi,Titirangi,-999,54,6,-999,-999,-999,-999,-999,-999,-999,66,-999,51,9,-999,-999,-999,-999,-999,-999,-999,66
51290,Waitākere East,Waitakere East,51370,Green Bay,Green Bay,-999,21,-999,-999,-999,-999,-999,-999,-999,-999,24,-999,18,-999,-999,-999,-999,-999,-999,-999,-999,18
51290,Waitākere East,Waitakere East,51380,Grey Lynn,Grey Lynn,-999,42,12,-999,-999,-999,-999,-999,-999,-999,60,-999,36,15,-999,-999,-999,-999,-999,-999,-999,57
51290,Waitākere East,Waitakere East,51390,Eden Terrace,Eden Terrace,-999,9,9,-999,-999,-999,-999,-999,-999,-999,27,-999,15,-999,-999,-999,-999,-999,-999,-999,-999,21
51290,Waitākere East,Waitakere East,51400,Remuera,Remuera,-999,15,-999,-999,-999,6,-999,-999,-999,-999,24,-999,9,9,-999,-999,-999,-999,-999,-999,-999,21
51290,Waitākere East,Waitakere East,51410,Kingsland,Kingsland,-999,12,-999,-999,-999,-999,-999,-999,-999,-999,15,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,9
51290,Waitākere East,Waitakere East,51420,Newmarket,Newmarket,-999,27,6,-999,-999,18,-999,-999,-999,-999,54,-999,24,-999,-999,-999,9,-999,-999,-999,-999,39
51290,Waitākere East,Waitakere East,51430,Mount Eden,Mount Eden,-999,36,6,-999,-999,6,-999,-999,-999,-999,51,-999,30,6,-999,-999,-999,-999,-999,-999,-999,42
51290,Waitākere East,Waitakere East,51440,Mount Albert,Mount Albert,-999,45,-999,-999,-999,6,-999,-999,-999,-999,60,-999,36,-999,-999,-999,-999,-999,-999,-999,-999,45
51290,Waitākere East,Waitakere East,51450,Morningside (Auckland),Morningside (Auckland),-999,12,-999,-999,-999,-999,-999,-999,-999,-999,18,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,15
51290,Waitākere East,Waitakere East,51460,Epsom,Epsom,-999,30,-999,-999,-999,-999,-999,-999,-999,-999,36,-999,21,-999,-999,-999,-999,-999,-999,-999,-999,30
51290,Waitākere East,Waitakere East,51480,Sandringham,Sandringham,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
51290,Waitākere East,Waitakere East,51490,Greenlane,Greenlane,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6
51290,Waitākere East,Waitakere East,51520,Wesley,Wesley,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6
51290,Waitākere East,Waitakere East,51530,Mount Roskill,Mount Roskill,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,9,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,9
51290,Waitākere East,Waitakere East,51540,Three Kings,Three Kings,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,15,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6
51290,Waitākere East,Waitakere East,51560,Blockhouse Bay,Blockhouse Bay,-999,12,-999,-999,-999,-999,-999,-999,-999,-999,12,-999,18,-999,-999,-999,-999,-999,-999,-999,-999,18
51290,Waitākere East,Waitakere East,51570,Onehunga,Onehunga,-999,30,15,-999,-999,-999,-999,-999,-999,-999,42,-999,30,12,-999,-999,-999,-999,-999,-999,-999,45
51290,Waitākere East,Waitakere East,51590,Lynfield,Lynfield,-999,12,-999,-999,-999,-999,-999,-999,-999,-999,12,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6
51290,Waitākere East,Waitakere East,51610,Māngere Bridge,Mangere Bridge,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9
51290,Waitākere East,Waitakere East,51620,Favona,Favona,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
51290,Waitākere East,Waitakere East,51660,Saint Johns,Saint Johns,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,18,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6
51290,Waitākere East,Waitakere East,51700,Ellerslie,Ellerslie,-999,30,9,-999,-999,-999,-999,-999,-999,-999,42,-999,18,-999,-999,-999,-999,-999,-999,-999,-999,24
51290,Waitākere East,Waitakere East,51710,Mount Wellington,Mount Wellington,-999,39,21,-999,-999,-999,-999,-999,-999,-999,63,-999,21,21,-999,-999,-999,-999,-999,-999,-999,45
51290,Waitākere East,Waitakere East,51720,Panmure,Panmure,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
51290,Waitākere East,Waitakere East,51750,Penrose,Penrose,-999,75,30,-999,-999,-999,-999,-999,-999,-999,111,-999,36,24,-999,-999,-999,-999,-999,-999,-999,66
51290,Waitākere East,Waitakere East,51820,East Tamaki,East Tamaki,-999,30,21,-999,-999,-999,-999,-999,-999,-999,54,-999,30,21,-999,-999,-999,-999,-999,-999,-999,48
51290,Waitākere East,Waitakere East,51830,Ōtāhuhu,Otahuhu,-999,24,12,-999,-999,-999,-999,-999,-999,-999,33,-999,18,9,-999,-999,-999,-999,-999,-999,-999,27
51290,Waitākere East,Waitakere East,51950,Laingholm,Laingholm,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,9,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,6
51290,Waitākere East,Waitakere East,51960,Māngere,Mangere,-999,60,15,-999,-999,-999,-999,-999,-999,-999,81,-999,63,9,-999,-999,-999,-999,-999,-999,-999,81
51290,Waitākere East,Waitakere East,51970,Franklin Central,Franklin Central,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
51290,Waitākere East,Waitakere East,51980,Ōtara,Otara,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
51290,Waitākere East,Waitakere East,52010,Māngere East,Mangere East,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,9,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,15
51290,Waitākere East,Waitakere East,52030,Manukau,Manukau,-999,15,-999,-999,-999,-999,-999,-999,-999,-999,21,-999,12,-999,-999,-999,-999,-999,-999,-999,-999,18
51290,Waitākere East,Waitakere East,52060,Wiri,Wiri,-999,9,9,-999,-999,-999,-999,-999,-999,-999,18,-999,21,9,-999,-999,-999,-999,-999,-999,-999,33
51290,Waitākere East,Waitakere East,52200,Papakura,Papakura,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
51290,Waitākere East,Waitakere East,52310,Pukekohe Centre,Pukekohe Centre,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
51300,Avondale (Auckland),Avondale (Auckland),50440,Hibiscus and Bays Rural,Hibiscus and Bays Rural,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6
51300,Avondale (Auckland),Avondale (Auckland),50460,Rodney West,Rodney West,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9
51300,Avondale (Auckland),Avondale (Auckland),50480,Orewa,Orewa,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
51300,Avondale (Auckland),Avondale (Auckland),50500,Helensville,Helensville,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
51300,Avondale (Auckland),Avondale (Auckland),50510,Coatesville-Riverhead,Coatesville-Riverhead,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6
51300,Avondale (Auckland),Avondale (Auckland),50520,Silverdale (Auckland),Silverdale (Auckland),-999,9,-999,-999,-999,-999,-999,-999,-999,-999,12,-999,12,-999,-999,-999,-999,-999,-999,-999,-999,15
51300,Avondale (Auckland),Avondale (Auckland),50540,Red Beach,Red Beach,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6
51300,Avondale (Auckland),Avondale (Auckland),50550,Gulf Harbour,Gulf Harbour,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,12,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
51300,Avondale (Auckland),Avondale (Auckland),50610,Kumeū,Kumeu,-999,24,-999,-999,-999,-999,-999,-999,-999,-999,30,-999,27,6,-999,-999,-999,-999,-999,-999,-999,36
51300,Avondale (Auckland),Avondale (Auckland),50620,Albany,Albany,-999,54,-999,6,-999,-999,-999,-999,-999,-999,69,-999,33,-999,-999,-999,-999,-999,-999,-999,-999,42
51300,Avondale (Auckland),Avondale (Auckland),50630,Pāremoremo,Paremoremo,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,9,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,9
51300,Avondale (Auckland),Avondale (Auckland),50650,Greenhithe,Greenhithe,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,12,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6
51300,Avondale (Auckland),Avondale (Auckland),50680,Fairview Heights,Fairview Heights,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,12,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
51300,Avondale (Auckland),Avondale (Auckland),50710,Browns Bay,Browns Bay,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,12,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,12
51300,Avondale (Auckland),Avondale (Auckland),50730,Pinehill,Pinehill,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
51300,Avondale (Auckland),Avondale (Auckland),50750,North Harbour/Rosedale,North Harbour/Rosedale,-999,102,30,-999,-999,6,-999,-999,-999,-999,147,-999,81,39,-999,-999,-999,-999,-999,-999,-999,126
51300,Avondale (Auckland),Avondale (Auckland),50810,Forrest Hill,Forrest Hill,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
51300,Avondale (Auckland),Avondale (Auckland),50840,Glenfield,Glenfield,-999,57,18,-999,6,-999,-999,-999,-999,-999,87,-999,66,12,-999,-999,-999,-999,-999,-999,-999,81
51300,Avondale (Auckland),Avondale (Auckland),50850,Waiheke Island,Waiheke Island,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6
51300,Avondale (Auckland),Avondale (Auckland),50880,Swanson,Swanson,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9
51300,Avondale (Auckland),Avondale (Auckland),50890,Whenuapai,Whenuapai,-999,12,-999,-999,-999,-999,-999,-999,-999,-999,15,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,18
51300,Avondale (Auckland),Avondale (Auckland),50910,Hobsonville,Hobsonville,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,9,-999,27,9,-999,-999,-999,-999,-999,-999,-999,39
51300,Avondale (Auckland),Avondale (Auckland),50920,West Harbour,West Harbour,-999,12,-999,-999,-999,-999,-999,-999,-999,-999,15,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,12
51300,Avondale (Auckland),Avondale (Auckland),50930,Westgate,Westgate,-999,18,-999,-999,-999,-999,-999,-999,-999,-999,30,-999,45,9,-999,-999,-999,-999,-999,-999,-999,60
51300,Avondale (Auckland),Avondale (Auckland),50940,Massey,Massey,-999,18,-999,-999,-999,-999,-999,-999,-999,-999,24,-999,18,-999,-999,-999,-999,-999,-999,-999,-999,27
51300,Avondale (Auckland),Avondale (Auckland),50950,Te Atatū Peninsula,Te Atatu Peninsula,-999,39,-999,-999,-999,-999,-999,-999,-999,-999,48,-999,33,-999,6,-999,-999,-999,-999,-999,-999,42
51300,Avondale (Auckland),Avondale (Auckland),50960,Henderson,Henderson,-999,315,33,24,30,18,-999,12,-999,-999,441,-999,339,33,21,12,18,-999,-999,-999,-999,438
51300,Avondale (Auckland),Avondale (Auckland),50970,Rānui (Auckland),Ranui (Auckland),-999,9,-999,-999,-999,-999,-999,-999,-999,-999,9,-999,12,-999,-999,-999,-999,-999,-999,-999,-999,15
51300,Avondale (Auckland),Avondale (Auckland),50980,Te Atatū South,Te Atatu South,-999,27,-999,-999,-999,-999,-999,-999,-999,-999,33,-999,30,-999,-999,-999,-999,-999,-999,-999,-999,39
51300,Avondale (Auckland),Avondale (Auckland),51000,Milford,Milford,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,12,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,12
51300,Avondale (Auckland),Avondale (Auckland),51010,Takapuna,Takapuna,-999,102,-999,-999,15,-999,-999,-999,-999,-999,135,-999,84,-999,-999,6,-999,-999,-999,-999,-999,102
51300,Avondale (Auckland),Avondale (Auckland),51020,Birkdale,Birkdale,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
51300,Avondale (Auckland),Avondale (Auckland),51040,Northcote (Auckland),Northcote (Auckland),-999,51,-999,-999,9,-999,-999,-999,-999,-999,66,-999,24,-999,-999,-999,-999,-999,-999,-999,-999,33
51300,Avondale (Auckland),Avondale (Auckland),51050,Birkenhead,Birkenhead,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,15,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,12
51300,Avondale (Auckland),Avondale (Auckland),51120,Devonport,Devonport,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,9
51300,Avondale (Auckland),Avondale (Auckland),51130,Stanley Point,Stanley Point,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,12
51300,Avondale (Auckland),Avondale (Auckland),51140,Saint Marys Bay,Saint Marys Bay,-999,15,-999,9,-999,-999,-999,-999,-999,-999,24,-999,18,-999,-999,-999,-999,-999,-999,-999,-999,18
51300,Avondale (Auckland),Avondale (Auckland),51150,Auckland City Centre,Auckland City Centre,-999,798,78,78,504,237,45,36,-999,42,1821,-999,636,57,69,360,126,72,-999,-999,36,1362
51300,Avondale (Auckland),Avondale (Auckland),51160,Herne Bay,Herne Bay,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6
51300,Avondale (Auckland),Avondale (Auckland),51170,Ponsonby,Ponsonby,-999,54,-999,-999,-999,-999,-999,-999,-999,-999,66,-999,48,-999,-999,-999,-999,-999,-999,-999,-999,63
51300,Avondale (Auckland),Avondale (Auckland),51180,Freemans Bay,Freemans Bay,-999,63,9,-999,9,-999,-999,-999,-999,-999,90,-999,42,-999,-999,15,-999,-999,-999,-999,-999,66
51300,Avondale (Auckland),Avondale (Auckland),51190,Orakei,Orakei,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,12
51300,Avondale (Auckland),Avondale (Auckland),51200,Parnell,Parnell,-999,102,12,9,12,18,-999,-999,-999,-999,156,-999,84,-999,-999,-999,21,6,-999,-999,-999,129
51300,Avondale (Auckland),Avondale (Auckland),51210,Westmere,Westmere,-999,27,-999,-999,-999,-999,-999,-999,-999,-999,36,-999,24,-999,-999,-999,-999,-999,-999,-999,-999,33
51300,Avondale (Auckland),Avondale (Auckland),51220,Point Chevalier,Point Chevalier,-999,48,-999,-999,12,-999,-999,-999,-999,-999,66,-999,51,-999,6,9,-999,-999,-999,-999,-999,72
51300,Avondale (Auckland),Avondale (Auckland),51230,Grafton,Grafton,-999,162,9,15,18,42,-999,-999,-999,-999,252,-999,180,12,18,36,39,12,-999,-999,-999,306
