SA32023_V1_00_usual_residence_address,SA32023_V1_00_NAME_usual_residence_address,SA32023_V1_00_NAME_ASCII_usual_residence_address,SA32023_V1_00_workplace_address,SA32023_V1_00_NAME_workplace_address,SA32023_V1_00_NAME_ASCII_workplace_address,_2018_Work_at_home,_2018_Drive_a_private_car_truck_or_van,_2018_Drive_a_company_car_truck_or_van,_2018_Passenger_in_a_car_truck_van_or_company_bus,_2018_Public_bus,_2018_Train,_2018_Bicycle,_2018_Walk_or_jog,_2018_Ferry,_2018_Other,_2018_Total_stated,_2023_Work_at_home,_2023_Drive_a_private_car_truck_or_van,_2023_Drive_a_company_car_truck_or_van,_2023_Passenger_in_a_car_truck_van_or_company_bus,_2023_Public_bus,_2023_Train,_2023_Bicycle,_2023_Walk_or_jog,_2023_Ferry,_2023_Other,_2023_Total_stated
50770,Mairangi Bay,Mairangi Bay,50530,Dairy Flat,Dairy Flat,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6
50770,Mairangi Bay,Mairangi Bay,50570,Stanmore Bay,Stanmore Bay,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
50770,Mairangi Bay,Mairangi Bay,50610,Kumeū,Kumeu,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6
50770,Mairangi Bay,Mairangi Bay,50620,Albany,Albany,-999,96,6,6,9,-999,-999,-999,-999,-999,120,-999,108,-999,12,9,-999,-999,-999,-999,-999,135
50770,Mairangi Bay,Mairangi Bay,50670,Torbay-Waiake,Torbay-Waiake,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,12,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,18
50770,Mairangi Bay,Mairangi Bay,50710,Browns Bay,Browns Bay,-999,39,-999,-999,-999,-999,-999,-999,-999,-999,42,-999,24,-999,-999,9,-999,-999,-999,-999,-999,39
50770,Mairangi Bay,Mairangi Bay,50720,Rothesay Bay,Rothesay Bay,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,12
50770,Mairangi Bay,Mairangi Bay,50730,Pinehill,Pinehill,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,9,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,12
50770,Mairangi Bay,Mairangi Bay,50740,Murrays Bay,Murrays Bay,-999,12,-999,-999,-999,-999,-999,-999,-999,-999,18,-999,15,-999,-999,-999,-999,-999,-999,-999,-999,24
50770,Mairangi Bay,Mairangi Bay,50750,North Harbour/Rosedale,North Harbour/Rosedale,-999,267,72,12,-999,-999,-999,6,-999,-999,369,-999,237,72,21,-999,-999,-999,12,-999,-999,351
50770,Mairangi Bay,Mairangi Bay,50760,Windsor Park,Windsor Park,-999,18,-999,-999,-999,-999,-999,-999,-999,-999,24,-999,24,-999,-999,-999,-999,-999,6,-999,-999,33
50770,Mairangi Bay,Mairangi Bay,50770,Mairangi Bay,Mairangi Bay,402,45,12,-999,-999,-999,-999,24,-999,-999,486,696,48,18,-999,-999,-999,-999,18,-999,-999,789
50770,Mairangi Bay,Mairangi Bay,50790,Sunnynook,Sunnynook,-999,12,-999,-999,-999,-999,-999,-999,-999,-999,15,-999,12,-999,-999,-999,-999,-999,-999,-999,-999,15
50770,Mairangi Bay,Mairangi Bay,50810,Forrest Hill,Forrest Hill,-999,15,-999,-999,-999,-999,-999,-999,-999,-999,24,-999,12,-999,-999,-999,-999,-999,-999,-999,-999,12
50770,Mairangi Bay,Mairangi Bay,50820,Castor Bay,Castor Bay,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
50770,Mairangi Bay,Mairangi Bay,50830,Totara Vale,Totara Vale,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
50770,Mairangi Bay,Mairangi Bay,50840,Glenfield,Glenfield,-999,102,24,-999,-999,-999,-999,-999,-999,-999,135,-999,105,21,-999,-999,-999,-999,-999,-999,-999,141
50770,Mairangi Bay,Mairangi Bay,50910,Hobsonville,Hobsonville,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,9,-999,12,-999,-999,-999,-999,-999,-999,-999,-999,15
50770,Mairangi Bay,Mairangi Bay,50930,Westgate,Westgate,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,12
50770,Mairangi Bay,Mairangi Bay,50950,Te Atatū Peninsula,Te Atatu Peninsula,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,6
50770,Mairangi Bay,Mairangi Bay,50960,Henderson,Henderson,-999,21,9,-999,-999,-999,-999,-999,-999,-999,33,-999,24,-999,-999,-999,-999,-999,-999,-999,-999,24
50770,Mairangi Bay,Mairangi Bay,51000,Milford,Milford,-999,45,-999,-999,-999,-999,-999,-999,-999,-999,51,-999,42,-999,-999,-999,-999,-999,-999,-999,-999,51
50770,Mairangi Bay,Mairangi Bay,51010,Takapuna,Takapuna,-999,171,15,-999,9,-999,-999,-999,-999,-999,207,-999,165,18,9,18,-999,-999,-999,-999,-999,216
50770,Mairangi Bay,Mairangi Bay,51020,Birkdale,Birkdale,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,9,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,9
50770,Mairangi Bay,Mairangi Bay,51030,Hillcrest (Auckland),Hillcrest (Auckland),-999,9,-999,-999,-999,-999,-999,-999,-999,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6
50770,Mairangi Bay,Mairangi Bay,51040,Northcote (Auckland),Northcote (Auckland),-999,36,-999,-999,-999,-999,-999,-999,-999,-999,42,-999,30,-999,-999,-999,-999,-999,-999,-999,-999,39
50770,Mairangi Bay,Mairangi Bay,51050,Birkenhead,Birkenhead,-999,15,-999,-999,-999,-999,-999,-999,-999,-999,15,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,15
50770,Mairangi Bay,Mairangi Bay,51060,Hauraki,Hauraki,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,6
50770,Mairangi Bay,Mairangi Bay,51120,Devonport,Devonport,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
50770,Mairangi Bay,Mairangi Bay,51130,Stanley Point,Stanley Point,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,9
50770,Mairangi Bay,Mairangi Bay,51150,Auckland City Centre,Auckland City Centre,-999,138,18,-999,183,-999,-999,-999,-999,-999,351,-999,105,15,6,174,-999,-999,-999,-999,6,306
50770,Mairangi Bay,Mairangi Bay,51160,Herne Bay,Herne Bay,-999,15,-999,-999,-999,-999,-999,-999,-999,-999,21,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
50770,Mairangi Bay,Mairangi Bay,51170,Ponsonby,Ponsonby,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6
50770,Mairangi Bay,Mairangi Bay,51180,Freemans Bay,Freemans Bay,-999,12,-999,-999,-999,-999,-999,-999,-999,-999,15,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,12
50770,Mairangi Bay,Mairangi Bay,51200,Parnell,Parnell,-999,15,-999,-999,-999,-999,-999,-999,-999,-999,21,-999,24,-999,-999,-999,-999,-999,-999,-999,-999,30
50770,Mairangi Bay,Mairangi Bay,51230,Grafton,Grafton,-999,21,-999,-999,6,-999,-999,-999,-999,-999,33,-999,21,-999,-999,6,-999,-999,-999,-999,-999,30
50770,Mairangi Bay,Mairangi Bay,51300,Avondale (Auckland),Avondale (Auckland),-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,-999,12,-999,-999,-999,-999,-999,-999,-999,-999,21
50770,Mairangi Bay,Mairangi Bay,51380,Grey Lynn,Grey Lynn,-999,18,-999,-999,-999,-999,-999,-999,-999,-999,27,-999,18,-999,-999,-999,-999,-999,-999,-999,-999,27
50770,Mairangi Bay,Mairangi Bay,51390,Eden Terrace,Eden Terrace,-999,12,-999,-999,-999,-999,-999,-999,-999,-999,15,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,12
50770,Mairangi Bay,Mairangi Bay,51400,Remuera,Remuera,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,12,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,12
50770,Mairangi Bay,Mairangi Bay,51420,Newmarket,Newmarket,-999,24,-999,-999,6,-999,-999,-999,-999,-999,39,-999,18,-999,-999,-999,-999,-999,-999,-999,-999,24
50770,Mairangi Bay,Mairangi Bay,51430,Mount Eden,Mount Eden,-999,15,-999,-999,-999,-999,-999,-999,-999,-999,24,-999,18,-999,-999,-999,-999,-999,-999,-999,-999,24
50770,Mairangi Bay,Mairangi Bay,51440,Mount Albert,Mount Albert,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
50770,Mairangi Bay,Mairangi Bay,51450,Morningside (Auckland),Morningside (Auckland),-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
50770,Mairangi Bay,Mairangi Bay,51460,Epsom,Epsom,-999,15,-999,-999,-999,-999,-999,-999,-999,-999,15,-999,15,-999,-999,-999,-999,-999,-999,-999,-999,18
50770,Mairangi Bay,Mairangi Bay,51570,Onehunga,Onehunga,-999,-999,6,-999,-999,-999,-999,-999,-999,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6
50770,Mairangi Bay,Mairangi Bay,51700,Ellerslie,Ellerslie,-999,21,-999,-999,-999,-999,-999,-999,-999,-999,27,-999,12,-999,-999,-999,-999,-999,-999,-999,-999,15
50770,Mairangi Bay,Mairangi Bay,51710,Mount Wellington,Mount Wellington,-999,18,6,-999,-999,-999,-999,-999,-999,-999,27,-999,12,6,-999,-999,-999,-999,-999,-999,-999,21
50770,Mairangi Bay,Mairangi Bay,51750,Penrose,Penrose,-999,36,12,-999,-999,-999,-999,-999,-999,-999,48,-999,21,6,-999,-999,-999,-999,-999,-999,-999,30
50770,Mairangi Bay,Mairangi Bay,51820,East Tamaki,East Tamaki,-999,18,-999,-999,-999,-999,-999,-999,-999,-999,24,-999,12,6,-999,-999,-999,-999,-999,-999,-999,18
50770,Mairangi Bay,Mairangi Bay,51830,Ōtāhuhu,Otahuhu,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,6
50770,Mairangi Bay,Mairangi Bay,51960,Māngere,Mangere,-999,18,-999,-999,-999,-999,-999,-999,-999,-999,24,-999,18,-999,-999,-999,-999,-999,-999,-999,-999,21
50770,Mairangi Bay,Mairangi Bay,52030,Manukau,Manukau,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
50770,Mairangi Bay,Mairangi Bay,52060,Wiri,Wiri,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
50780,Campbells Bay,Campbells Bay,50520,Silverdale (Auckland),Silverdale (Auckland),-999,9,-999,-999,-999,-999,-999,-999,-999,-999,12,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,9
50780,Campbells Bay,Campbells Bay,50620,Albany,Albany,-999,36,-999,-999,-999,-999,-999,-999,-999,-999,39,-999,48,-999,-999,-999,-999,-999,-999,-999,-999,54
50780,Campbells Bay,Campbells Bay,50710,Browns Bay,Browns Bay,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,6,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,15
50780,Campbells Bay,Campbells Bay,50740,Murrays Bay,Murrays Bay,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,6
50780,Campbells Bay,Campbells Bay,50750,North Harbour/Rosedale,North Harbour/Rosedale,-999,123,24,9,-999,-999,-999,-999,-999,-999,162,-999,105,30,-999,-999,-999,-999,-999,-999,-999,144
50780,Campbells Bay,Campbells Bay,50760,Windsor Park,Windsor Park,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,9,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,9
50780,Campbells Bay,Campbells Bay,50770,Mairangi Bay,Mairangi Bay,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,15,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,15
50780,Campbells Bay,Campbells Bay,50780,Campbells Bay,Campbells Bay,228,12,-999,-999,-999,-999,-999,-999,-999,-999,246,426,12,-999,-999,-999,-999,-999,9,-999,-999,453
50780,Campbells Bay,Campbells Bay,50810,Forrest Hill,Forrest Hill,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,12,-999,12,-999,-999,-999,-999,-999,-999,-999,-999,15
50780,Campbells Bay,Campbells Bay,50820,Castor Bay,Castor Bay,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6
50780,Campbells Bay,Campbells Bay,50840,Glenfield,Glenfield,-999,57,15,-999,-999,-999,-999,-999,-999,-999,81,-999,36,6,-999,-999,-999,-999,-999,-999,-999,51
50780,Campbells Bay,Campbells Bay,50960,Henderson,Henderson,-999,15,-999,-999,-999,-999,-999,-999,-999,-999,15,-999,12,-999,-999,-999,-999,-999,-999,-999,-999,15
50780,Campbells Bay,Campbells Bay,51000,Milford,Milford,-999,24,-999,-999,-999,-999,-999,-999,-999,-999,27,-999,21,-999,-999,-999,-999,-999,-999,-999,-999,24
50780,Campbells Bay,Campbells Bay,51010,Takapuna,Takapuna,-999,117,6,-999,12,-999,-999,-999,-999,-999,144,-999,99,-999,-999,12,-999,-999,-999,-999,-999,120
50780,Campbells Bay,Campbells Bay,51040,Northcote (Auckland),Northcote (Auckland),-999,27,-999,-999,-999,-999,-999,-999,-999,-999,27,-999,15,-999,-999,-999,-999,-999,-999,-999,-999,15
50780,Campbells Bay,Campbells Bay,51050,Birkenhead,Birkenhead,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
50780,Campbells Bay,Campbells Bay,51130,Stanley Point,Stanley Point,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
50780,Campbells Bay,Campbells Bay,51150,Auckland City Centre,Auckland City Centre,-999,108,9,6,90,-999,-999,-999,-999,-999,219,-999,75,6,-999,90,-999,-999,-999,-999,-999,180
50780,Campbells Bay,Campbells Bay,51170,Ponsonby,Ponsonby,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,6
50780,Campbells Bay,Campbells Bay,51180,Freemans Bay,Freemans Bay,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,9,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,12
50780,Campbells Bay,Campbells Bay,51200,Parnell,Parnell,-999,15,-999,-999,-999,-999,-999,-999,-999,-999,21,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,12
50780,Campbells Bay,Campbells Bay,51230,Grafton,Grafton,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,12,-999,12,-999,-999,-999,-999,-999,-999,-999,-999,18
50780,Campbells Bay,Campbells Bay,51300,Avondale (Auckland),Avondale (Auckland),-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,9
50780,Campbells Bay,Campbells Bay,51380,Grey Lynn,Grey Lynn,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,15,-999,15,-999,-999,-999,-999,-999,-999,-999,-999,21
50780,Campbells Bay,Campbells Bay,51400,Remuera,Remuera,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
50780,Campbells Bay,Campbells Bay,51420,Newmarket,Newmarket,-999,18,-999,-999,-999,-999,-999,-999,-999,-999,27,-999,9,-999,-999,6,-999,-999,-999,-999,-999,15
50780,Campbells Bay,Campbells Bay,51430,Mount Eden,Mount Eden,-999,12,-999,-999,-999,-999,-999,-999,-999,-999,15,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
50780,Campbells Bay,Campbells Bay,51440,Mount Albert,Mount Albert,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
50780,Campbells Bay,Campbells Bay,51460,Epsom,Epsom,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,9,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,12
50780,Campbells Bay,Campbells Bay,51570,Onehunga,Onehunga,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
50780,Campbells Bay,Campbells Bay,51700,Ellerslie,Ellerslie,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,12,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,12
50780,Campbells Bay,Campbells Bay,51710,Mount Wellington,Mount Wellington,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,12,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,9
50780,Campbells Bay,Campbells Bay,51750,Penrose,Penrose,-999,12,6,-999,-999,-999,-999,-999,-999,-999,21,-999,9,6,-999,-999,-999,-999,-999,-999,-999,15
50780,Campbells Bay,Campbells Bay,51820,East Tamaki,East Tamaki,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,12,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,12
50780,Campbells Bay,Campbells Bay,51830,Ōtāhuhu,Otahuhu,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
50780,Campbells Bay,Campbells Bay,51960,Māngere,Mangere,-999,12,-999,-999,-999,-999,-999,-999,-999,-999,15,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6
50790,Sunnynook,Sunnynook,50480,Orewa,Orewa,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9
50790,Sunnynook,Sunnynook,50510,Coatesville-Riverhead,Coatesville-Riverhead,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6
50790,Sunnynook,Sunnynook,50520,Silverdale (Auckland),Silverdale (Auckland),-999,24,-999,-999,-999,-999,-999,-999,-999,-999,30,-999,36,-999,-999,-999,-999,-999,-999,-999,-999,45
50790,Sunnynook,Sunnynook,50530,Dairy Flat,Dairy Flat,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6
50790,Sunnynook,Sunnynook,50540,Red Beach,Red Beach,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
50790,Sunnynook,Sunnynook,50570,Stanmore Bay,Stanmore Bay,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
50790,Sunnynook,Sunnynook,50620,Albany,Albany,-999,81,-999,-999,15,-999,-999,-999,-999,-999,102,-999,84,6,9,21,-999,-999,-999,-999,-999,120
50790,Sunnynook,Sunnynook,50630,Pāremoremo,Paremoremo,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,12,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,9
50790,Sunnynook,Sunnynook,50650,Greenhithe,Greenhithe,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6
50790,Sunnynook,Sunnynook,50660,Long Bay,Long Bay,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6
50790,Sunnynook,Sunnynook,50670,Torbay-Waiake,Torbay-Waiake,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,12,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,6
50790,Sunnynook,Sunnynook,50680,Fairview Heights,Fairview Heights,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,6
50790,Sunnynook,Sunnynook,50690,Northcross,Northcross,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,9,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,9
50790,Sunnynook,Sunnynook,50700,Oteha,Oteha,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,9
50790,Sunnynook,Sunnynook,50710,Browns Bay,Browns Bay,-999,15,-999,-999,-999,-999,-999,-999,-999,-999,24,-999,21,-999,-999,-999,-999,-999,-999,-999,-999,27
50790,Sunnynook,Sunnynook,50730,Pinehill,Pinehill,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,12
50790,Sunnynook,Sunnynook,50740,Murrays Bay,Murrays Bay,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,9,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,6
50790,Sunnynook,Sunnynook,50750,North Harbour/Rosedale,North Harbour/Rosedale,-999,225,39,6,9,-999,-999,12,-999,-999,294,-999,225,30,18,9,-999,-999,15,-999,-999,300
50790,Sunnynook,Sunnynook,50760,Windsor Park,Windsor Park,-999,12,-999,-999,-999,-999,-999,6,-999,-999,18,-999,12,-999,-999,-999,-999,-999,-999,-999,-999,15
50790,Sunnynook,Sunnynook,50770,Mairangi Bay,Mairangi Bay,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,15,-999,12,-999,-999,-999,-999,-999,-999,-999,-999,15
50790,Sunnynook,Sunnynook,50790,Sunnynook,Sunnynook,210,30,9,-999,-999,-999,-999,18,-999,-999,273,567,27,12,-999,-999,-999,-999,21,-999,-999,627
50790,Sunnynook,Sunnynook,50800,Unsworth Heights,Unsworth Heights,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,12
50790,Sunnynook,Sunnynook,50810,Forrest Hill,Forrest Hill,-999,18,-999,-999,-999,-999,-999,-999,-999,-999,30,-999,18,-999,-999,-999,-999,-999,-999,-999,-999,24
50790,Sunnynook,Sunnynook,50820,Castor Bay,Castor Bay,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,6
50790,Sunnynook,Sunnynook,50830,Totara Vale,Totara Vale,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6
50790,Sunnynook,Sunnynook,50840,Glenfield,Glenfield,-999,141,30,12,15,-999,-999,12,-999,-999,216,-999,162,24,15,18,-999,-999,15,-999,-999,231
50790,Sunnynook,Sunnynook,50900,Beach Haven,Beach Haven,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
50790,Sunnynook,Sunnynook,50910,Hobsonville,Hobsonville,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,12,-999,-999,-999,-999,-999,-999,-999,-999,15
50790,Sunnynook,Sunnynook,50930,Westgate,Westgate,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,9,-999,21,-999,-999,-999,-999,-999,-999,-999,-999,21
50790,Sunnynook,Sunnynook,50940,Massey,Massey,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,9
50790,Sunnynook,Sunnynook,50960,Henderson,Henderson,-999,30,9,-999,-999,-999,-999,-999,-999,-999,39,-999,27,9,-999,-999,-999,-999,-999,-999,-999,36
50790,Sunnynook,Sunnynook,50990,Bayview (Auckland),Bayview (Auckland),-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,6
50790,Sunnynook,Sunnynook,51000,Milford,Milford,-999,27,-999,-999,9,-999,-999,-999,-999,-999,39,-999,36,-999,-999,9,-999,-999,-999,-999,-999,51
50790,Sunnynook,Sunnynook,51010,Takapuna,Takapuna,-999,165,9,9,48,-999,-999,-999,-999,-999,234,-999,141,9,6,33,-999,-999,-999,-999,-999,198
50790,Sunnynook,Sunnynook,51020,Birkdale,Birkdale,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9,-999,12,-999,-999,-999,-999,-999,-999,-999,-999,12
50790,Sunnynook,Sunnynook,51030,Hillcrest (Auckland),Hillcrest (Auckland),-999,9,-999,-999,-999,-999,-999,-999,-999,-999,12,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6
50790,Sunnynook,Sunnynook,51040,Northcote (Auckland),Northcote (Auckland),-999,45,-999,-999,-999,-999,-999,-999,-999,-999,54,-999,27,-999,-999,-999,-999,-999,-999,-999,-999,36
50790,Sunnynook,Sunnynook,51050,Birkenhead,Birkenhead,-999,12,-999,-999,-999,-999,-999,-999,-999,-999,15,-999,15,-999,-999,-999,-999,-999,-999,-999,-999,18
50790,Sunnynook,Sunnynook,51070,Belmont (Auckland),Belmont (Auckland),-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,12
50790,Sunnynook,Sunnynook,51080,Narrow Neck,Narrow Neck,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
50790,Sunnynook,Sunnynook,51100,Chatswood,Chatswood,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,12,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,12
50790,Sunnynook,Sunnynook,51120,Devonport,Devonport,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,12,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
50790,Sunnynook,Sunnynook,51130,Stanley Point,Stanley Point,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,9,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,12
50790,Sunnynook,Sunnynook,51150,Auckland City Centre,Auckland City Centre,-999,114,12,6,267,-999,-999,-999,-999,9,420,-999,111,21,-999,204,-999,-999,-999,-999,-999,336
50790,Sunnynook,Sunnynook,51170,Ponsonby,Ponsonby,-999,12,-999,-999,-999,-999,-999,-999,-999,-999,12,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,9
50790,Sunnynook,Sunnynook,51180,Freemans Bay,Freemans Bay,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,12,-999,12,-999,-999,-999,-999,-999,-999,-999,-999,15
50790,Sunnynook,Sunnynook,51200,Parnell,Parnell,-999,12,-999,-999,6,-999,-999,-999,-999,-999,21,-999,15,-999,-999,6,-999,-999,-999,-999,-999,27
